workload,run-time,cache-misses,instructions,branches,branch-misses,ref-cycles,cycles,faults,bus-cycles,cache-references,context-switches,cpu-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,itlb_misses.stlb_hit,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,mem-stores,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,l2_rqsts.all_demand_miss,l2_rqsts.all_demand_references,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_trans.l2_wb,l2_rqsts.miss,l2_rqsts.references,cycle_activity.cycles_mem_any,cycle_activity.stalls_mem_any,cycle_activity.stalls_total,uops_executed.stall_cycles,uops_issued.stall_cycles,uops_retired.stall_cycles,dtlb_load_misses.stlb_hit,dtlb_store_misses.stlb_hit,inst_retired.any,br_misp_retired.all_branches,br_inst_retired.all_branches,br_inst_retired.near_taken,br_inst_retired.near_call,mem_inst_retired.all_loads,mem_inst_retired.all_stores,l1d.replacement,l2_lines_in.all,longest_lat_cache.miss,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,uops_executed.thread,uops_executed.core_cycles_ge_1,cpu_clk_unhalted.ref_tsc,msr/tsc/,IpMispredict,BpTkBranch,IpBranch,IpCall,IpTB,IpLoad,IpStore,L1D_Cache_Fill_BW,L2_Cache_Fill_BW,L3_Cache_Fill_BW,CPI,MLP,ILP,CPU_Utilization
525.x264_r,128,2753020412,342316597968,67578829905,2507168591,352494076250,490807081519,22829017,2819952753,26286965963,252466,120198,6816506120,93317337822,48336241505,12413921123,159957697,2020720536,174148065,433649815,1649293583,2582382589,68730921919,48700082314,299026058,95568031011,90163251,48876311559,154931419,177544442,10565399220,17087108133,7364086875,1845294514,1663216349,16440769661,24971972137,317826288687,124303085241,260725599142,260731379451,311376709317,339109549249,2464436008,607216345,347516072740,2550142697,68474727385,37316847258,9078287984,94834267315,48562547896,6926986758,16574396027,2654967670,156377811473,94014818021,517866567470,235988253853,355874950000,363550598440,136.27,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,130,2793075358,347837163811,68668390497,2548181105,358024391000,498572829035,23197006,2864195313,26715039017,256465,122083,6926344863,94822070945,49107644185,12612920217,162558823,2053013177,176922123,440590753,1675749410,2623205318,69827625972,49477192902,303786780,97028229730,91538561,49623132273,157313687,180270983,10725768648,17358916857,7480525793,1874735719,1689773009,16702802198,25370398331,322870178567,126311583954,264906014832,264911879482,316362481162,344534368140,2503618392,616885702,352982765176,2590352565,69552089019,37904070556,9221167868,96326273922,49326460909,7036262199,16835809632,2696009688,158789379685,95471589663,526038900844,239712610340,361443338500,369249044214,136.27,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,132,2835070592,353279019342,69742664345,2588291773,363544642625,506306506120,23560022,2908357300,27134710599,260473,123969,7034641757,96305553630,49876881856,12808385293,165115244,2085170695,179706733,447354204,1700957551,2662807306,70877593806,50221113044,308369382,98515037209,92942296,50383615944,159740581,183040910,10889576515,17622824956,7594477209,1903202476,1715501237,16956695638,25755880712,327767596707,128342039170,269085873573,269091826400,321329810204,349932379089,2541883738,626308312,358370557154,2629845208,70613700333,38482614902,9361905462,97796515250,50079364829,7145056277,17096513171,2737659600,161224571811,96939880469,534168422686,243417486314,366997261000,374919027456,136.27,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,134,2879537346,358599968657,70793006899,2627190736,369050453250,513994430201,23914646,2952403789,27543139165,264468,125847,7140763167,97756033522,50619973720,13000047692,167643947,2116271503,182382270,454247829,1727047045,2703514914,71962039920,50989762570,313093842,100038589194,94379041,51162984268,162229025,185877884,11058409671,17890459625,7709295877,1932157836,1741890775,17214332104,26147650052,332756603150,130303839430,273175237093,273181276324,326209657240,355242228937,2580305017,635824371,363955776940,2671021380,71713679292,39081835601,9507623494,99319973048,50859871576,7254520861,17359111171,2779245914,163668571745,98416319868,542347550351,247145504362,372567610375,380620930577,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,136,2925003972,363928161894,71845008880,2666161209,374595527375,521737528812,24269830,2996764363,27953972992,268473,127737,7247081034,99208727269,51382322942,13196988857,170179533,2148129222,185122223,460839526,1752283475,2742922986,73012577894,51733946507,317649085,101536357816,95791771,51929233330,164649748,188664999,11222705823,18157653237,7824664900,1960988782,1767834788,17471359809,26537888627,337721706970,132292320385,277297727261,277303856694,331117663210,360581197767,2618542906,645162279,369448424872,2711399426,72796050023,39671755066,9651149283,100818930759,51627402085,7363656051,17620324540,2820469551,166094577245,99881076240,550514892291,250866744177,378136911000,386304816024,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,138,2970913543,369283987369,72902239063,2705474944,380170917750,529523352706,24626758,3041367479,28365761781,272543,129637,7353869029,100668706187,52149558088,13391592607,172524274,2180082438,187892805,467847027,1778524720,2783785745,74102220012,52506172357,322395317,103098523212,97268527,52728354817,167191563,191573417,11395105524,18429831913,7942010043,1990393256,1794305826,17733293045,26935677062,342772938365,134277097072,281435100680,281441314791,336048068339,365945800544,2657161990,654662107,374478317189,2748565464,73786861786,40211658151,9782480831,102191275316,52330350345,7472512041,17881109840,2862090266,168522982905,101345030770,558655412408,254576426050,383697497125,391978845797,136.25,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,140,3015437614,374648356271,73961310296,2744680239,385715321750,537256046960,24984541,3085722667,28778235367,276515,131527,7460795481,102131217060,52918356148,13588998531,175055680,2212218500,190663413,474448753,1803577092,2822926166,75144608849,53244724608,326937795,104528882600,98617384,53459866703,169526713,194240700,11553021668,18695942314,8056661203,2019134580,1820253916,17989295478,27324603738,347710194338,136265747122,285585730427,285592036971,340997448660,371332511945,2695983637,664197309,379942695162,2788440878,74863600788,40798420683,9925219927,103682452014,53093913242,7580734921,18140368763,2903887111,170951711366,102808248749,566744447783,258263547321,389233747250,397632087875,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,142,3059971548,379975398744,75013002602,2783591263,391215578875,544935836329,25339852,3129724704,29186707153,280435,133403,7566921013,103583487788,53682210302,13785752454,177636926,2244085383,193413626,481473586,1829809394,2863038235,76228127967,54012624317,331650309,105994682188,99997769,54209424331,171925007,196977573,11714043453,18962957466,8171772522,2047986760,1846385085,18246409256,27714979324,352678703816,138248044064,289690654015,289697045965,345882620866,376644100967,2733819750,673514710,385379054901,2828770364,75934675373,41382092277,10067186052,105165762225,53853556099,7690684666,18403837354,2945576804,173387014500,104280196322,574967218569,262010701227,394835935750,403354951713,136.24,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,144,3104510104,385191048824,76042739928,2821944791,396642595500,552504726551,25687956,3173140856,29587308658,284211,135252,7670781261,105005400087,54449747076,13982606596,180195336,2276131740,196182817,488335693,1855636313,2903655426,77304316232,54775403619,336370631,107459901038,101380837,54958852485,174300498,199705031,11875900001,19231898947,8287546701,2077038598,1872530709,18505173358,28108135135,357683509560,140089355114,293569348172,293575833333,350523524904,381697605495,2770871097,682570780,390810720724,2868746727,77004898602,41965307386,10209057332,106647860216,54612553696,7799103341,18663370227,2986888332,175807141098,105737154234,583076805128,265706211557,400367023125,409007554641,136.23,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,146,3152969319,390653275691,77121075094,2862233747,402383100625,560528945355,26052062,3219064917,30009457342,288398,137210,7779648598,106494475994,55204823813,14177123882,182752346,2307748258,198897615,495258770,1881709235,2944499882,78390467051,55544902670,341148366,108894074015,102734431,55692451919,176626553,202379023,12034030231,19496673198,8401583203,2105621104,1898337569,18759782346,28495049395,362607444508,142085728941,297709263758,297715833466,355454507560,387059971644,2809309606,692034458,396326645945,2909370123,78091796832,42557655649,10353164152,108153109888,55383351345,7908441373,18924692225,3029034763,178255737829,107211942428,591248492206,269429679961,405945098500,414699248963,136.22,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,148,3196776955,395832960781,78143834121,2900388493,407756502625,568040717720,26397604,3262052120,30408304066,292195,139044,7882885812,107906669337,55977707888,14377110363,185441602,2340105847,201681946,502145980,1907673991,2984972231,79469816763,56309600808,345894527,110365457229,104122796,56444915305,178999147,205115417,12197497974,19767260112,8518375870,2134804242,1924648595,19019955664,28890175679,367632178320,144071001479,301824078972,301830735815,360354797922,392389647900,2847480770,701393984,401821878485,2950296839,79174671839,43147808035,10496748507,109652759174,56151205161,8018956127,19187281615,3070519110,180636591058,108665175818,599492867358,273185569268,411541873500,420417998207,136.2,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.27,1.32,1.41,1.66,4.39,0.98
525.x264_r,150,3244679814,401544642037,79271532730,2942021310,413647247500,576266240583,26778689,3309177993,30846190853,296329,141051,7996662062,109463782285,56740898186,14573705142,187996911,2372055835,204428565,508831787,1933133027,3024818561,80529297454,57060306790,350531865,111880096672,105554048,57219593634,181443603,207921255,12366484955,20034756420,8633507474,2163711800,1950809596,19277376648,29281328881,372608668288,145975150270,305859464161,305866200816,365188093079,397660576218,2886421353,710970135,407260177744,2990362524,80246272365,43731831221,10638824878,111136864284,56911149277,8123883865,19437956258,3110550667,183012365534,110093713793,607341990355,276762150997,416919745125,425906860672,136.19,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,152,3288758444,406861907964,80321386848,2980861561,419133300375,583927134958,27133446,3353066437,31254386892,300234,142920,8102619917,110913509960,57510675090,14771720803,190572376,2404204901,207204376,515636249,1958811290,3064969982,81598915036,57818096050,355214708,113387140883,106977961,57990262322,183882282,210722965,12533561135,20300273938,8748362502,2192262298,1976295548,19532520194,29668780843,377510222966,147885861750,309921180157,309928009079,370054598374,402969419808,2925725534,720591399,412783707956,3031177492,81334276520,44324676649,10783026052,112643823049,57683056920,8233451970,19700506521,3152068185,185439873387,111558698271,615534271561,280494863205,422490321250,431607907800,136.18,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,154,3333444977,412192092790,81373800381,3019878463,424645534250,591624314557,27488945,3397164395,31662248386,304202,144799,8208888419,112366711709,58279315644,14969526338,193155340,2436354403,209973635,522285237,1984203001,3104763456,82657973502,58568375902,359824220,114881187064,108386512,58754153119,186305016,213498594,12699478965,20569169526,8864056140,2221362619,2002838455,19791392521,30061981897,382538422978,149796825726,313987271393,313994176591,374927768108,408286040972,2965134259,730250153,418244190486,3071653387,82410128059,44910956195,10925648813,114133819529,58446084801,8342453382,19961610219,3193436656,187854652030,113015527006,623683912952,284208567112,428041500625,437283005822,136.16,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,156,3376923494,417487620531,82419125977,3058393186,430086689500,599231354665,27842050,3440693637,32065181872,308030,146655,8314234215,113810084507,59057098182,15169670249,195775388,2468921946,212774182,529153691,2010181701,3145383795,83739557479,59334845886,364513471,116388795754,109808890,59524985678,188745168,216293548,12867259285,20841721149,8981295899,2250834317,2029537866,20053670470,30460511432,387614695500,151690125087,318018621390,318025618296,379760661592,413559647536,3004183503,739874537,423546167140,3110869235,83454768790,45480240900,11064143066,115580571894,59187040847,8451043639,20222217448,3234445572,190263581545,114469617484,631805591908,287909858193,433569399125,442935730731,136.15,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,158,3422866966,422844186742,83476348270,3097691454,435659478375,607013063563,28198891,3485275953,32477446621,312008,148555,8421043761,115270122573,59810191808,15363134777,198320295,2500356750,215483428,535981667,2036129362,3185858172,84820404765,60100926398,369203419,117883156465,111217244,60289423717,191181253,219069645,13032721245,21109227499,9096497275,2279695510,2055694648,20310837667,30851350545,392606935573,153585431997,322063878258,322070954726,384614020794,418856843104,3043636791,749639808,428907629790,3149951115,84511500872,46056247324,11204305717,117044024230,59936259925,8559616243,20481870942,3275206034,192668168029,115922038425,639931895085,291612528313,439108647375,448593014268,136.16,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.42,1.66,4.39,0.98
525.x264_r,160,3452991617,427240076491,84343872616,3128082553,441391173500,613080877702,28491767,3531129596,32808219743,315236,150504,8508641178,116468220725,60581202353,15562228087,200888275,2532629055,218262565,542914745,2062231429,3226700201,85908307203,60871777335,373931634,119371468793,112622499,61050703186,193575943,221833416,13197455424,21379164669,9211825294,2309051220,2082608736,20571234974,31247314092,397692332073,155477230802,326070946092,326078116792,389416326406,424093297462,3082524780,759234406,434365834660,3189416123,85586869834,46642289131,11346871963,118533422505,60699060944,8667658942,20740777059,3316195170,195062962357,117370326834,648012100839,295295006564,444621793750,454222963835,136.19,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,162,3495374855,432691233348,85420045196,3167407727,446975280500,620839090884,28855247,3575802403,33223217722,319299,152405,8617379017,117954208871,61344883605,15757830973,203461638,2564549035,221014104,549702750,2088321021,3267142565,86992677162,61639981536,378635140,120880933640,114046282,61822723579,196022600,224634372,13364981809,21648959396,9328096141,2338187106,2108928096,20830880780,31641628592,402723899149,157338546118,330037989114,330045232313,394173976571,429284496811,3121154346,768718138,439687382401,3228325848,86635491024,47213776667,11485913217,119985704944,61442791921,8775057548,20998451509,3356803420,197442417406,118806956296,656050637521,298958649586,450103117750,459818849510,136.2,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,164,3540492384,438026452278,86473413912,3206434567,452496364875,628548225471,29211079,3619971090,33631354674,323269,154287,8723771871,119408671574,62122917889,15957797858,206114587,2597059235,223817452,556499069,2114273211,3307655830,88073756327,62406108775,383315565,122368496732,115451665,62583396835,198432108,227398177,13529959489,21915139125,9442824240,2366939927,2134926312,21086966776,32030550186,407681227012,159257695860,334111842499,334119167659,399056557430,434609271519,3160707866,778463462,445142688318,3267449797,87710244941,47799495854,11628418569,121474357668,62205245302,8883103750,21257672897,3397375226,199816161667,120243575800,664134954230,302642228835,455590885250,465438755691,136.24,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,166,3585139195,443371328161,87528626249,3245427480,458034804000,636282110286,29567490,3664278601,34040873498,327224,156174,8830272117,120865806508,62890591836,16155693858,208748490,2629176497,226581339,563371058,2140298434,3348379383,89156605709,63173349195,388026932,123875837771,116875231,63354113408,200864356,230198055,13696997875,22185599614,9559165987,2396208951,2161607634,21347367049,32426118185,412731168063,161174380057,338176527058,338183998147,403925103164,439919369750,3199850454,788061821,450613519204,3307370659,88788266017,48386995847,11771355907,122967378929,62969787417,8989965868,21513339096,3438335348,202207681923,121683185607,672123735418,306282327052,461045086500,471008714447,136.25,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,168,3631616341,448817878826,88604105618,3285337834,463684316375,644170478604,29930987,3709474736,34458592949,331237,158099,8938783398,122350833651,63651951187,16351675700,211297422,2661017888,229323812,570194335,2165848731,3388192801,90220282911,63926999506,392656587,125406652116,118314086,64136852547,203356078,233053166,13864612806,22464631516,9679450061,2426336868,2188904628,21615781501,32833775066,417924638845,163097045526,342266993839,342274548223,408830735183,445271947821,3239659829,797873343,456013304823,3346648544,89852448812,48966966097,11912464999,124441085847,63724270662,9098620136,21773693144,3478751933,204577530016,123121751469,680250121725,309985671737,466556614875,476643642496,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,170,3676395416,454073550457,89642041683,3324135818,469163243250,651821082594,30281681,3753306067,34863010109,335186,159967,9043576070,123783893355,64419149836,16543204981,213894727,2693062885,232112074,577006799,2191480048,3428398806,91290271373,64685132699,397304502,126899204528,119722407,64900008598,205765651,235822143,14030077380,22735014316,9795693046,2455610028,2215421179,21875741947,33228916459,422968896296,165000341029,346302058172,346309723811,413666099645,450544091503,3278643643,807459213,461352894182,3385778922,90904550385,49540331038,12051937607,125898167682,64470471525,9207689848,22036300781,3520216232,206990214621,124580673773,688413492765,313706122376,472098118375,482310624234,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,172,3719237733,459455903232,90704221151,3363292892,474679184250,659499417138,30640150,3797433569,35273857912,339190,161848,9150830991,125250713350,65186488416,16741066063,216527377,2725071813,234872561,583837609,2217432573,3468834118,92370020355,65450359698,401992040,128415017426,121153369,65675190015,208218109,238632646,14198158655,23005211998,9912131178,2484829125,2241753597,22135567031,33623560746,428003263470,166850390600,350256812735,350264595501,418411306003,455723447910,3317260974,816981841,466734585247,3425290215,91964694675,50118018181,12192449296,127366488692,65222672100,9315318526,22294696017,3560489078,209351282341,126010859177,696468949169,317377012098,477561427625,487895819209,136.26,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,174,3762973082,464706366096,91741000882,3401714974,480104055875,667074678335,30990669,3840832587,35676757397,343039,163697,9255346791,126682328819,65959379212,16940908193,219142394,2757362611,237652940,590696000,2243573704,3509832005,93459612932,66222433782,406731107,129903078581,122555341,66436412687,210617508,241389272,14363614761,23275797379,10028506697,2514235271,2268253161,22395754293,34018871844,433046308781,168779738472,354353785407,354361657672,423317851067,461075642726,3356598945,826631183,472098002258,3464270307,93021367524,50693844488,12332523327,128830003130,65972187353,9423506301,22553979784,3602453886,211778490234,127471858493,704554909452,321061930275,483054627125,493516145631,136.28,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,176,3805980649,469898180648,92766046137,3439484278,485450941000,674541082025,31337045,3883607641,36074263476,346870,165519,9358750071,128097721159,66723712569,17138085299,221719389,2789358139,240407445,597605858,2269965885,3550805655,94558202885,67000875033,411491975,131401946434,123970467,67202938633,213038679,244168777,14530077590,23553602588,10147662003,2544512782,2295632569,22662971997,34425076824,438236310358,170669892626,358369115850,358377080491,428132680168,466327179996,3395598385,836223801,477550323085,3503992776,94095785250,51279367398,12474973489,130317942627,66734097955,9530313649,22808615419,3643678905,214171420233,128912315130,712533158515,324696566716,488495181750,499077776544,136.29,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,178,3850987279,475322968209,93837184998,3479081707,491058478750,682371364045,31699037,3928467866,36490567005,350893,167432,9466775140,129576738020,67496985419,17336837380,224285248,2821613057,243192079,604356847,2295872983,3591110178,95636268348,67764838464,416164411,132874926335,125358547,67956290029,215419096,246903780,14693833491,23823666759,10263978819,2573755862,2321718616,22922188022,34819183108,443215205004,172602158072,362471561136,362479599355,433048812828,471689835219,3435402763,845991502,482914569387,3543050186,95152816000,51855497829,12615147485,131781966740,67483762324,9638830176,23068796702,3684644865,216579383565,130364272320,720655255042,328398007622,494035738750,504735280556,136.3,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,180,3893602983,480541034651,94867341780,3517249283,496424909125,689865042396,32047234,3971399428,36889611602,354730,169260,9570631082,130999265180,68278326523,17538086454,226924309,2854280912,246008304,611133470,2321612524,3631366559,96708999701,68524785454,420823656,134385298917,126783172,68728728071,217875821,249703498,14861598004,24091355444,10378954884,2602901653,2347786267,23179637316,35210404406,448205009170,174513258910,366524767264,366532892312,437906236178,476987082969,3474644054,855636825,488216608317,3581884757,96197413027,52424764448,12753634450,133228763374,68224770678,9743699076,23319444428,3724050096,218920076773,131777741147,728494407090,331970292338,499567641250,510381246179,136.3,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,182,3937646356,485875706329,95920687640,3556342104,501931380125,697554170220,32403194,4015451185,37298564556,358727,171136,9676906135,132453718879,69044475939,17735746596,229515683,2886368584,248762729,618022223,2347725538,3671915491,97794318708,69293828011,425531505,135883081558,128192452,69494902563,220292454,252479725,15027706985,24355293644,10492640073,2631476097,2373713956,23433429336,35595878235,453129487509,176407080737,370543575553,370551836745,442719988507,482237739473,3513427274,865146186,493566160216,3621120506,97251534790,52999241376,12893390911,134688673327,68972382500,9851093118,23577064749,3765401616,221338512259,133236159622,736516731811,335626530101,505051541500,515988024568,136.3,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,184,3982107501,491246946832,96981038055,3595689044,507506540375,705339430038,32761116,4060052498,37712501377,362834,173035,9784079611,133917927230,69818764485,17934803139,232131127,2918722985,251553653,624875444,2373542608,3712484691,98870791266,70056664573,430219962,137395879425,129618481,70268625094,222729787,255288040,15195923460,24625774214,10609207084,2660687974,2400030742,23693376005,35990855152,458147556518,178297894310,374557752229,374566128703,447529535139,487483869416,3552272171,874711287,499002594703,3661269228,98322814975,53583086285,13035440884,136172310678,69732061763,9959960777,23838226981,3806423661,223752170024,134696597904,744658259603,339337133047,510592151125,521653619947,136.29,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,186,4027280602,496555000465,98028600728,3634479077,513017149125,713033790200,33114759,4104137409,38120052935,366820,174915,9889851350,135364534233,70587454416,18133081059,234756104,2950852234,254318189,631600035,2399381475,3753122018,99950763238,70821810208,434905115,138906069521,131043164,71040976758,225172072,258092279,15363157770,24897906164,10726367565,2690094779,2426565354,23955013747,36388415399,463218768563,180240947174,378683138990,378691629747,452472338339,492875823409,3592155397,884560286,504460660382,3701635206,99397965120,54168956739,13177945128,137661475106,70494865482,10068115750,24097071843,3847576343,226159135473,136147029710,752749023851,343024030254,516102171375,527279177759,136.28,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,188,4071145004,501865830522,99077029424,3673545530,518514186500,720709663573,33468974,4148113631,38529857536,370769,176788,9995638927,136812406311,71347321478,18328399391,237328490,2982647131,257057036,638280957,2425139468,3793617769,101025172996,71583330816,439575650,140412442908,132461500,71811326247,227606517,260891431,15529778829,25167355141,10842337820,2719233708,2452912565,24214126863,36782135841,468239253969,182123185315,382682611048,382691180020,457264640681,498103525636,3630794873,894033198,509831864148,3741154278,100456393086,54745779221,13318267071,139127253647,71245407601,10176241305,24357053528,3888018026,228513760177,137575804341,760842808823,346712125676,521598892000,532889358305,136.28,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,190,4116296644,507290503931,100147915817,3713172580,524129207250,728550022704,33830776,4193033787,38945132935,374846,178703,10103681516,138291166551,72114617068,18526410780,239959103,3014706314,259813282,645149639,2451070525,3833776962,102101440941,72345815622,444242441,141907284006,133872431,72575719163,230025190,263665686,15696004393,25436398514,10958060105,2748382498,2479257880,24472838671,37175271314,473247749546,184010485611,386697281375,386705949947,462077180883,503353152257,3669716170,903584526,515312830216,3781655277,101536139062,55334153746,13461376201,140622718219,72011342319,10282981543,24612875748,3928667465,230888114976,139010249839,768821975641,350348442422,527044417750,538448786564,136.27,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,192,4159426247,512765453900,101228814555,3752537345,529702560000,736331832768,34195847,4237620578,39363097014,378854,180606,10212845748,139783714721,72879713557,18723163429,242585970,3046766093,262569505,652050509,2477202518,3874170054,103183362757,73112761182,448923016,143436378973,135315317,73357498122,232506597,266506336,15865159106,25709449577,11074765382,2778112023,2506569786,24736102394,37575582674,478401522281,185941960820,390797633921,390806389253,466989203036,508711314125,3709269886,913387619,520806211964,3822597045,102618322117,55923899525,13604796683,142121552457,72779038178,10390741921,24870905544,3969603532,233290071459,140457833326,776881759595,354021278776,532544343875,544064127105,136.24,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.41,1.66,4.39,0.98
525.x264_r,194,4209657432,519034880415,102466604952,3797341586,536118001000,745288456128,34614097,4288944078,39840869681,383505,182795,10337741020,141493001134,73653711620,18921638927,245188838,3079120688,265355051,658899578,2503280489,3914895278,104269762654,73882733045,453637002,144947816549,136740735,74130586614,234973890,269319905,16031379710,25980860211,11191956737,2807352114,2532646026,24996988315,37971861604,483423419716,187825993943,394817861576,394826712311,471810870999,513973533045,3748323742,923013925,526272902714,3863107357,103695575482,56511088003,13747595301,143613384429,73542991045,10497592324,25126664265,4009897385,235666460336,141893516609,784868531555,357660851031,537976857875,549620669338,136.23,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.42,1.66,4.39,0.98
525.x264_r,196,4254044887,524337001963,103513516139,3836094365,541617556375,752968141601,34967838,4332940527,40246758002,387537,184669,10443322352,142938596599,74418353261,19115574619,247717933,3110981751,268121596,665772109,2528967647,3954809316,105336917737,74638919436,458274317,146399665005,138109088,74873170431,237327854,272016096,16191719038,26249922770,11307941262,2836391105,2558983639,25255691546,38364816610,488448321268,189732002281,398869595220,398878547218,476666281030,519270987990,3787538835,932681607,531768954075,3904133882,104778677630,57101510683,13891188026,145113383298,74311120487,10605803231,25385798571,4051070031,238077333259,143345598289,792957023594,361346562512,543484038250,555244462842,136.21,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.42,1.66,4.39,0.98
525.x264_r,198,4299229711,529696861256,104571825894,3875093653,547181107125,760736614691,35325547,4377448898,40656567669,391461,186566,10550104303,144399865466,75198973696,19316625097,250333008,3143650589,270931085,672686669,2555029287,3995304447,106421232514,75407076546,462981440,147921130223,139542676,75651343136,239784949,274835321,16360497541,26521527268,11424998780,2865887269,2585551032,25516875830,38761362788,493505924498,191618779507,402874994715,402884021625,481465972777,524507074581,3826278942,942237361,537258247992,3944321987,105860362278,57691111119,14034556656,146611385259,75078305640,10711528824,25638821566,4091706995,240442571579,144774872919,800864519535,364949226142,548886126750,560761301731,136.21,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.26,1.32,1.42,1.66,4.39,0.98
525.x264_r,200,4343678829,535076936570,105634168864,3914308326,552749292000,768511546446,35684497,4421994328,41071066976,395469,188464,10657345285,145866809699,75964096378,19513422383,252780238,3175591244,273688462,679499797,2580734091,4035345496,107490974938,76165080159,467624685,149351688805,140888978,76383183303,242110283,277498483,16517223126,26794933889,11542852234,2895484034,2612220927,25779807118,39160651391,498595715163,193542022175,406960211602,406969339928,486360135151,529845062914,3865757183,951979156,542955473428,3986213509,106982862775,58302988286,14183366975,148166134601,75874637475,10818758309,25895525202,4132809768,242835523330,146217911763,808881385215,368602500018,554353821500,566352309254,136.21,1.83,5.08,38.28,9.31,3.66,7.16,3.45,8.25,1.32,1.42,1.66,4.39,0.98
