workload,run-time,cache-misses,instructions,branches,branch-misses,ref-cycles,cycles,faults,bus-cycles,cache-references,context-switches,cpu-clock,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,itlb_misses.stlb_hit,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,mem-stores,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,iTLB-load-misses,iTLB-loads,l2_rqsts.all_demand_miss,l2_rqsts.all_demand_references,l2_rqsts.code_rd_miss,l2_rqsts.demand_data_rd_miss,l2_trans.l2_wb,l2_rqsts.miss,l2_rqsts.references,cycle_activity.cycles_mem_any,cycle_activity.stalls_mem_any,cycle_activity.stalls_total,uops_executed.stall_cycles,uops_issued.stall_cycles,uops_retired.stall_cycles,dtlb_load_misses.stlb_hit,dtlb_store_misses.stlb_hit,inst_retired.any,br_misp_retired.all_branches,br_inst_retired.all_branches,br_inst_retired.near_taken,br_inst_retired.near_call,mem_inst_retired.all_loads,mem_inst_retired.all_stores,l1d.replacement,l2_lines_in.all,longest_lat_cache.miss,l1d_pend_miss.pending,l1d_pend_miss.pending_cycles,uops_executed.thread,uops_executed.core_cycles_ge_1,cpu_clk_unhalted.ref_tsc,msr/tsc/,IpMispredict,BpTkBranch,IpBranch,IpCall,IpTB,IpLoad,IpStore,L1D_Cache_Fill_BW,L2_Cache_Fill_BW,L3_Cache_Fill_BW,CPI,MLP,ILP,CPU_Utilization
511.povray_r,318,26283298,3501503269807,566361917128,3025193105,944957133500,1350924723869,2277,7559658597,14079612842,2772,317997,83446626876,1253640625404,513649068974,8266268557,1201798,1125567484,2405783,634801,435922261,3039026224,578659825059,516660059746,647470,1266518694130,178465,511518747901,3772529,1954672,3891533813,67277605413,783672779,1255516599,882034123,11897444544,131166102337,1325964205686,70989378348,114328147209,114341714587,304104359182,367860971191,41816124573,4890699274,3569525341496,3090429997,578075984681,337425088331,65733185682,1277997667450,516171838015,83491585906,13237553103,32142646,454845034555,305943660493,4220552583842,1260744368647,945332663875,954741559642,1155.03,1.71,6.17,54.3,10.58,2.79,6.92,16.78,2.66,0.01,0.38,1.49,6.7,0.99
511.povray_r,320,26342169,3526418732631,570637486200,3034529781,950906587750,1359431477793,2278,7607254224,14090985826,2780,319998,83782043638,1262547441938,517095322079,8287242709,1214830,1128463312,2424259,637819,437285487,3060730786,582576757540,519974522672,651439,1275316604838,179509,515095951713,3774548,1974537,3895359738,67611642561,788063435,1259415554,883757023,11937241738,131808854795,1334319552284,71350423046,114961878233,114975526670,305707571380,369902321052,42042867881,4921527644,3592514460328,3112712076,581994141357,339709061365,66179436211,1286242682648,519480373119,83886251961,13270341490,32371909,456752642234,307325828099,4249134125584,1268888855409,951280484375,960746696655,1154.14,1.71,6.17,54.28,10.58,2.79,6.92,16.76,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,322,26605440,3550670370796,574828558528,3046289587,956858794500,1367941835542,2279,7654871883,14122805419,2786,321999,84176874001,1271236776668,520397313695,8314947848,1217147,1133304868,2441006,640369,438965393,3083267549,586409886259,523256339018,654843,1283659137078,180693,518442846356,3779861,1995904,3905155563,67955422828,793604941,1264485274,886449864,11987032028,132470904383,1342617910979,71752364568,115666503189,115680241457,307386166316,372095261271,42272433389,4950960172,3615070679759,3135844939,585801361374,341925017276,66611287877,1294324674353,522732153041,84316515575,13321217778,32419249,458948240769,308853728786,4277014231467,1276966405517,957225166000,966750486688,1152.82,1.71,6.17,54.27,10.57,2.79,6.92,16.74,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,324,26677808,3574170558433,578872929006,3061574996,962805483500,1376444139621,2279,7702445372,14187270813,2794,324000,84600708959,1279664253091,523653518412,8346840990,1232937,1139073247,2454125,645097,440719316,3105502323,590216670027,526533591386,658419,1291766558431,182003,521698791978,3789469,2015871,3917842478,68310356543,799458712,1270064959,889458356,12041908984,133155365302,1350940421308,72166502124,116390723446,116404549305,309115343663,374336044058,42510788255,4980252043,3637482537807,3158536570,589568555504,344111207563,67036709718,1302337763490,525976412422,84765308725,13388384530,32674495,461343492388,310484730683,4304148027444,1284938446074,963186331125,972756131643,1151.64,1.71,6.17,54.26,10.57,2.79,6.92,16.72,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,326,26963875,3596516744354,582673724822,3083405802,968738530750,1384926650952,2279,7749909729,14290005116,2807,326001,85039552115,1287677305000,526930680846,8379349845,1247335,1144767923,2471073,647584,442667027,3128623198,594010965994,529801499519,662321,1299858125142,183116,524971415640,3800192,2035297,3932731572,68669060357,805381927,1275988717,892362169,12098597411,133848610640,1359236090035,72583129914,117117356222,117131241897,310849161157,376588537133,42750670308,5009984136,3659926019256,3182250637,593334487870,346294029141,67460946191,1310356912516,529219242239,85224737063,13463788750,32720214,463840848822,312179158986,4331063019460,1292885439126,969131593250,978756329384,1150.11,1.71,6.17,54.25,10.57,2.79,6.92,16.71,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,328,27239635,3618561373290,586388542758,3106127537,974679968125,1393411003343,2280,7797441229,14407534315,2818,328002,85489750019,1295572612637,530193089433,8415281675,1248895,1151059783,2490069,651915,444727790,3152261402,597775367535,533039956398,665816,1307939187016,184207,528239727527,3809262,2054122,3946990262,69033678212,811615546,1282218099,895519896,12157990183,134557888831,1367514421629,73005268878,117847978420,117861952362,312586066807,378842267645,42993095410,5039540558,3682165357945,3205805901,597063456737,348451705826,67879238360,1318297478634,532428400628,85690606679,13540243299,32945967,466379815133,313900947399,4357888788315,1300812817501,975078345625,984761822621,1148.59,1.71,6.17,54.25,10.57,2.79,6.92,16.7,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,330,27308499,3640715764256,590113921386,3128441353,980626110625,1401912938529,2280,7845010379,14524585065,2828,330003,85947548310,1303492704614,533443025736,8450888198,1250620,1157256557,2509010,655917,446724401,3176973072,601518800165,536255103531,670047,1315953678850,185376,531481500503,3826359,2072421,3962479941,69395806919,817746327,1288310644,898692086,12217643434,135260509587,1375880375541,73431897910,118593999250,118608059776,314325442389,381126921196,43236679733,5068921017,3704370276150,3231136282,600788857165,350605417706,68296186743,1326224380500,535628917422,86161699792,13619069219,33202321,468969110598,315650002277,4384593013465,1308716242122,981026406250,990766558505,1146.46,1.71,6.17,54.24,10.57,2.79,6.92,16.69,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,332,27583840,3662650069114,593791754486,3151588612,986556660250,1410390623943,2280,7892454768,14649170500,2838,332004,86410718860,1311329018448,536653110929,8486168179,1266839,1163644922,2523950,658159,448730291,3201530305,605277846461,539476635824,674259,1323939325399,186686,534707489679,3835962,2093069,3977754769,69761101601,823860175,1294303551,901787865,12277625480,135965530260,1384165627326,73862985229,119340753979,119354897518,316082777860,383416740352,43482067873,5098727843,3726513483670,3255890815,604503874760,352753286897,68711269059,1334132446877,538812427717,86632062822,13698478741,33243255,471552046761,317395794776,4411358133568,1316647091974,986979266125,996772147928,1144.54,1.71,6.16,54.23,10.56,2.79,6.92,16.68,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,334,27642780,3684621238896,597476480153,3175053471,992500371000,1418888942779,2280,7940004461,14775894696,2847,334005,86872962388,1319173764010,539867372233,8522564509,1268308,1170099131,2540299,662243,450864268,3226857513,608995041348,542662586655,678625,1331923484479,187852,537922398300,3846776,2113275,3993073444,70129167522,830113974,1300110213,904913657,12334553189,136674379930,1392439226317,74296857320,120093536768,120107758691,317846039667,385730652896,43727225157,5128774289,3748466445918,3281451881,608176340676,354875443781,69120626888,1341973934575,541959481956,87104405716,13776810899,33284251,474136488274,319142095314,4438096217193,1324575100819,992925206000,1002777179229,1142.32,1.71,6.16,54.23,10.56,2.79,6.92,16.67,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,336,27699730,3706489204112,601145534756,3199767700,998448297500,1427393436640,2280,7987587859,14901899006,2857,336006,87332608327,1326980644374,543055390652,8561012086,1284121,1176408185,2556306,664502,452737910,3250655852,612760085275,545898622270,682539,1339840384889,188975,541102398174,3859344,2131279,4008069911,70507815811,836402509,1305567853,907788434,12389107188,137401302290,1400984933193,74735647636,120854101284,120868406550,319613116017,388056599276,43969224152,5158267345,3770663228444,3306600913,611893446472,357024942604,69535630779,1349900631048,545152688124,87576681323,13855659894,33545014,476730246335,320892963043,4464680140897,1332467680226,998868791375,1008778506006,1140.34,1.71,6.16,54.23,10.56,2.79,6.92,16.66,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,338,27982748,3728292961125,604801489508,3224295934,1004386583875,1435883332387,2280,8035094151,15027209040,2868,338006,87797623270,1334767040947,546291200764,8598411772,1286081,1182536121,2575689,668750,454643326,3276560720,616466630183,549088128904,686734,1347776624155,190061,544297259176,3878536,2150104,4023695785,70871956432,842513381,1310958883,910474506,12443741482,138100579983,1409273377361,75157614593,121587884977,121602277332,321358369147,390327362639,44219014700,5188347719,3792861308652,3331763072,615598281268,359163680436,69949284946,1357822359637,548341242011,88056743242,13935041854,33591154,479355605673,322660726153,4491292319944,1340381158641,1004814765000,1014783382769,1138.39,1.71,6.16,54.22,10.56,2.79,6.92,16.65,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,340,28039294,3750000487495,608433627568,3249409553,1010332926250,1444385074555,2280,8082664878,15163728017,2882,340007,88266890369,1342521219435,549473798382,8636001654,1301483,1189212370,2591501,671035,456538703,3304080272,620174616890,552273512820,691731,1355786454946,191146,547519549414,3890478,2168755,4038943240,71233412952,849021879,1316967084,913720230,12502436631,138798126729,1417511078216,75606115479,122386100836,122400582567,323138011000,392726190080,44459140994,5217680792,3814786288917,3360385257,619275379940,361290366601,70359339358,1365647243031,551501509124,88527932423,14010752663,33844252,481921169808,324402683670,4518006261688,1348292426812,1010757028750,1020785668003,1135.22,1.71,6.16,54.22,10.56,2.79,6.92,16.64,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,342,28362027,3771740450208,612071694268,3273920169,1016269737375,1452873330345,2280,8130159358,15295742941,2901,342008,88731644038,1350284047338,552652735093,8672248157,1303020,1196012858,2609745,675335,458411436,3329846347,623901935289,555472804626,696157,1363618713748,192245,550684768190,3904010,2190249,4055176923,71599186565,855469722,1322882180,916804461,12560527194,139506948095,1425793331635,76043060357,123157754568,123172315620,324910605650,395069494920,44695964299,5246388117,3836918776214,3386529416,622975596800,363430408764,70771797568,1373543409147,554678481487,88997458822,14091253617,34097492,484504315874,326149784218,4544483722397,1356162300064,1016699324875,1026790951367,1132.99,1.71,6.16,54.22,10.56,2.79,6.92,16.63,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,344,28684710,3793475141910,615700942615,3298638026,1022203397750,1461346620372,2280,8177628671,15419748877,2910,344009,89190162599,1358040804878,555825087682,8709885837,1318817,1202771126,2629242,679283,460499245,3355378076,627589244355,558638860431,700218,1371509526440,193324,553859927296,3916773,2209651,4071050666,71973965634,862277075,1329159088,919971906,12622249308,140233209641,1434073093830,76482248442,123929118819,123943767618,326696469240,397428544998,44934899708,5275226732,3858984170290,3413169045,626658244227,365563152544,71181889568,1381416378886,557839656302,89467459258,14171171567,34136228,487078708349,327888733246,4571031783079,1364054526417,1022646540250,1032796424339,1130.62,1.71,6.16,54.21,10.56,2.79,6.92,16.62,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,346,28778538,3814986901018,619309187458,3326570457,1028164252625,1469869473116,2280,8225315504,15555932275,2925,346010,89650273284,1365718007384,558986447090,8748872062,1334292,1209458886,2649736,683132,462520372,3378279345,631311143229,561827032373,703377,1379394327531,194423,557030183881,3934300,2225424,4087899913,72354486739,868769265,1335642965,922860197,12684085787,140969952202,1442351226146,76913935943,124670089443,124684825274,328489875641,399745950274,45175500942,5304204746,3881178880957,3437132417,630347352748,367700031376,71591946484,1389336241058,561002589225,89940678051,14250386651,34421526,489685332083,329643788485,4597537770934,1371929099761,1028586441250,1038800522939,1129.19,1.71,6.16,54.21,10.56,2.79,6.92,16.62,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,348,28832896,3836714452259,622942097645,3351979816,1034106149500,1478365305916,2280,8272850656,15691749963,2938,348009,90113972969,1373469899179,562179123679,8790424451,1335746,1216068569,2667392,687238,464835610,3404571294,635118228597,565098999793,706838,1387296169016,195502,560187586411,3940891,2246203,4105680634,72740884493,875677744,1341897092,925612259,12746106397,141717888857,1450624215353,77354227104,125411766649,125426590198,330299812185,402064083848,45419407242,5332896346,3903313775104,3462150035,634023119265,369827026012,72000368324,1397232916601,564157208005,90428882798,14332999735,34462430,492382325076,331447556994,4624109700839,1379842737315,1034537968875,1044804779579,1127.42,1.71,6.16,54.21,10.55,2.79,6.92,16.61,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,350,29086750,3858213514097,626528413533,3378176542,1040043697625,1486854193606,2280,8320351009,15838704529,2946,350010,90586085317,1381139961688,565316850229,8833751288,1351884,1223259287,2684989,691225,466871608,3428150327,638799636439,568271683556,709256,1395208442752,196589,563347960594,3954306,2260698,4123324389,73123302521,882627919,1348882151,928587974,12812412185,142460703954,1458916131011,77799528655,126175700048,126190610985,332117750562,404431994675,45664301198,5361555012,3925386907347,3487429269,637672384931,371939063102,72406088228,1405108696858,567300900018,90925368028,14414642902,34715070,495122972690,333277682962,4650699758001,1387754478697,1040489008375,1050810115519,1125.58,1.71,6.16,54.21,10.55,2.79,6.92,16.61,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,352,29150159,3879969683626,630146646349,3401622341,1045983816625,1495347184522,2280,8367872003,15987739367,2960,352011,91069760691,1388904242477,568496806134,8875312738,1353690,1229786514,2703338,693328,469185310,3452187766,642471447324,571435378770,711665,1403050178816,197695,566478005045,3965188,2276278,4141821871,73512297978,889721589,1355448384,931397775,12876073856,143216480249,1467201197122,78231576619,126907901534,126922901477,333919152352,406732214397,45912689669,5390081109,3947671164422,3511118759,641347382689,374062661215,72814040760,1413057305962,570466463045,91418666110,14501591717,34757364,497878866573,335112879934,4677187887297,1395666562835,1046437313875,1056815646475,1124.33,1.71,6.16,54.22,10.55,2.79,6.92,16.6,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,354,29417800,3901580066353,633737076172,3425669631,1051918811750,1503831241771,2280,8415351945,16143673260,2969,354012,91554580251,1396614080852,571644267917,8921410849,1368943,1236726915,2721731,705622,471708864,3478124228,646084462246,574562359922,714804,1410935902539,198769,569622561610,3972445,2293639,4158913890,73905019571,897384645,1362199925,934562523,12942604526,143976139703,1475489594554,78684803366,127674761309,127689854994,335748797915,409104008060,46164073351,5418755668,3969591606799,3537504241,644961180390,376149246051,73214243425,1420875507670,573587816109,91905111388,14582560464,34999356,500586029547,336920416325,4703710435428,1403565587048,1052383951125,1062821189160,1122.14,1.71,6.15,54.22,10.55,2.79,6.92,16.6,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,356,29481060,3923230125387,637318591894,3450674126,1057882318625,1512358268800,2280,8463060017,16284409218,2987,356013,92034397420,1404339181171,574790734628,8966882916,1383712,1244476146,2784887,717246,474347550,3502847046,649678584136,577695770972,717421,1418772640927,199860,572746479405,3983032,2311361,4177730400,74301402165,905151256,1369135390,937920318,13010506377,144746468590,1483757316123,79140516362,128449221141,128464403764,337592595731,411498999600,46417551674,5447809552,3991538499565,3563047653,648558313172,378224174158,73611730690,1428694766403,576718215402,92402958003,14669617995,35081980,503384461398,338778662249,4730226008049,1411485437638,1058333603625,1068825628288,1120.26,1.71,6.15,54.22,10.55,2.79,6.92,16.59,2.63,0.01,0.38,1.49,6.7,0.99
511.povray_r,358,29771300,3944917170710,640893555026,3473815978,1063825639625,1520845836304,2280,8510606560,16430234505,2998,358014,92519070259,1412073730507,577917605537,9013503089,1398776,1252777594,2820699,727979,476953832,3528074110,653242152522,580804380374,720181,1426540434055,200993,575855487640,3990504,2329255,4196798171,74703586546,913068292,1376255775,941355705,13079848871,145527935934,1492022670077,79600366667,129222114153,129237377344,339451203323,413887697033,46672741429,5476396029,4013380162463,3588898958,652134108433,380283216893,74006061905,1436470820514,579838484175,92898971501,14761127332,35325644,506197704544,340643388637,4756415663090,1419331269706,1064280621125,1074831091581,1118.28,1.71,6.15,54.23,10.55,2.79,6.92,16.59,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,360,29833491,3966354484530,644428430504,3499091305,1069767584250,1529341524147,2280,8558142092,16588857327,3008,360015,93005544694,1419720291478,581045695339,9061907153,1402224,1261315606,2842379,730631,479440047,3553702833,656841057002,583939275062,723243,1434308904514,202102,578971183907,3999816,2349937,4216509772,75103572263,920845300,1383236130,944739641,13147491933,146302629728,1500283974661,80066051066,130010320678,130025673725,341315619182,416301308385,46927312430,5504443150,4035247322837,3615062881,655718502986,382346110634,74400422466,1444253372171,582961425977,93404159139,14852687277,35372112,509052912934,342534148688,4782762449934,1427220290725,1070224186875,1080835882115,1116.23,1.71,6.15,54.24,10.55,2.79,6.92,16.58,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,362,30102773,3987715682755,647934624410,3524264128,1075708320875,1537834778482,2280,8605667990,16747231550,3018,362016,93497577381,1427332313866,584176136396,9109426095,1403634,1269592732,2864220,732799,481993830,3578426000,660446082643,587078558197,725734,1442015164169,203237,582063822635,4011016,2367423,4236433113,75508156095,928565177,1390213994,947930485,13214442705,147083683612,1508571093031,80524739588,130787817854,130803256639,343176555182,418702755491,47183897211,5532649424,4057066715665,3640596016,659293294943,384401664016,74792312106,1452016401025,586074525755,93908808658,14946388281,35614353,511926614429,344436223347,4808943667778,1435075525675,1076168125750,1086841199591,1114.4,1.72,6.15,54.24,10.55,2.79,6.92,16.58,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,364,30197034,4009115558616,651437094413,3548863897,1081648422750,1546327786744,2280,8653188852,16907439643,3030,364017,93994670273,1434952550254,587286891321,9157475429,1419207,1278196650,2887948,736348,484663316,3604037476,663999373099,590175083052,728333,1449775753017,204345,585175717784,4022067,2384333,4256264450,75919955655,936521682,1397279005,951211618,13282550064,147874242284,1516834093120,80988607669,131567320218,131582842905,345049723791,421114578010,47444182472,5560930281,4078904505297,3666138588,662866068106,386455472437,75184171639,1459789520608,589186964148,94411787401,15039690039,35857778,514791471703,346332964574,4835043429608,1442909214738,1082108128750,1092845967806,1112.59,1.72,6.15,54.25,10.55,2.79,6.92,16.58,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,366,30495288,4030360732959,654918445650,3574515815,1087580480625,1554807682163,2280,8700645251,17068208069,3040,366018,94489227380,1442514691098,590379667649,9209517145,1434634,1287013684,2909728,739617,487229718,3630152839,667556890259,593280105126,731178,1457495508722,205455,588268809285,4033605,2403341,4276669314,76333595302,944586640,1404536422,954539419,13351510914,148666586846,1525127731737,81463247741,132366751760,132382362673,346935941356,423557152231,47706772030,5589126176,4100484885977,3692975662,666394147487,388485275570,75571589552,1467470458353,592266467633,94924254594,15133502391,35904454,517692560527,348251971764,4861322603155,1450795084243,1088053238875,1098850051196,1110.35,1.72,6.15,54.26,10.56,2.79,6.92,16.58,2.64,0.01,0.38,1.49,6.7,0.99
511.povray_r,368,30765808,4051691726850,658412703730,3599615127,1093515988000,1563293768314,2280,8748129287,17228951049,3054,368018,94985864396,1450102819475,593488552461,9261324811,1437633,1295255578,2934040,741203,489776607,3655158986,671122070117,596399719536,733948,1465204424036,206995,591357619620,4047408,2422649,4298031972,76750186177,952728506,1411477156,957789913,13418784237,149464998117,1533394340203,81933023230,133163143503,133178840959,348827593873,426000524129,47969934128,5617184356,4122188108055,3719289625,669934616237,390522849705,75960255420,1475193351239,595358710698,95440072855,15230339679,36149521,520634301712,350193295159,4887347177752,1458627289962,1093999080000,1104855414746,1108.33,1.72,6.15,54.27,10.56,2.79,6.92,16.58,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,370,30865745,4072974298103,661896775524,3624527451,1099455199875,1571785312440,2280,8795643000,17397260203,3068,370019,95493323137,1457677899565,596584506650,9314181988,1456248,1303354402,2967661,742650,492394511,3678410572,674695770097,599532248409,736323,1472883501626,208103,594432785589,4058904,2481440,4318679239,77179990906,960814278,1418387262,960939518,13486377567,150287296374,1541719469227,82397692946,133936452030,133952232890,350722942672,428397078678,48232627633,5644865151,4144003470816,3743231326,673479236561,392565782650,76350507771,1482958828584,598465151913,95957321444,15324867075,36203727,523558867953,352127244609,4913453018999,1466481518780,1099943463250,1110860940980,1107.07,1.72,6.15,54.28,10.56,2.79,6.92,16.58,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,372,31145212,4094116620668,665353797266,3650483458,1105392758625,1580273959531,2280,8843143468,17570692620,3083,372019,95998586124,1465203089363,599700304852,9368607759,1472286,1311462694,3034654,744200,495269682,3702418772,678215243744,602625449079,738868,1480629858109,209180,597534119833,4070994,2499055,4340136749,77620254507,969487731,1425570416,964233942,13557343517,151132590690,1550002402705,82872766607,134720192728,134736062681,352666445018,430836353525,48501332515,5673230734,4165767738674,3767391130,676997202917,394594207465,76737749552,1490706152771,601552614583,96485096691,15418913766,36238922,526530272978,354092048837,4939691702693,1474380123672,1105899749750,1116866616797,1105.74,1.72,6.15,54.29,10.56,2.79,6.93,16.58,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,374,31207003,4115669391808,668872346239,3676523681,1111431838125,1588908880569,2280,8891456124,17753259082,3096,374048,96515619902,1472873152823,602775869500,9426538467,1488403,1320424331,3057116,747626,498036088,3728829167,681690098378,605681812434,742064,1488337724893,210316,600610051748,4080516,2516880,4362406632,78060301369,978565808,1433378890,967863953,13631912783,151978576919,1558302359177,83351060400,135509889573,135525847287,354610331985,433293752554,48766546820,5700938001,4187250113798,3793147698,680453450880,396587703249,77118321515,1498358292579,604595067878,97024625490,15514264022,36480528,529572639149,356098109137,4965886697973,1482265468492,1111861047125,1122872121855,1103.9,1.72,6.15,54.3,10.56,2.79,6.93,16.58,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,376,31475528,4136923584593,672329487397,3700706137,1117370468500,1597399436753,2280,8938965166,17937732360,3110,376048,97035680544,1480437255256,605840764517,9483092252,1490342,1329417692,3074111,750892,500736459,3753256928,685206772270,608772895608,744533,1495982401931,211428,603648958485,4089136,2531294,4386065980,78491650487,987096676,1441200512,971512430,13705627920,152807676327,1566559905008,83825562386,136300304814,136316350231,356541058889,435748803119,49028797163,5728300176,4208867544272,3818616527,683946852082,398601962549,77502535018,1506055854326,607664831418,97569163319,15612784942,36736406,532662925097,358128323584,4991872171938,1490117358334,1117804462250,1128877159401,1102.2,1.72,6.15,54.31,10.56,2.79,6.93,16.59,2.65,0.01,0.38,1.49,6.7,0.99
511.povray_r,378,31535298,4158245684624,675783740675,3723863137,1123315367625,1605899393266,2280,8986524358,18133948169,3126,378049,97569516613,1488027879196,608927806421,9538929332,1503073,1338290014,3102883,752440,503635836,3775871392,688759334467,611898929112,746778,1503624295381,212510,606694741858,4102301,2545262,4409222863,78934750934,995673589,1449217924,975048788,13780460204,153657229048,1574842565371,84296652060,137073809804,137089941811,358470838277,438169070444,49288883644,5755836422,4230583573256,3842102189,687460456965,400629851069,77888926513,1513788603496,610753788928,98112255663,15710399691,36773428,535735545905,360148048473,5017890959768,1497990291329,1123751152000,1134882688908,1101.11,1.72,6.15,54.32,10.56,2.79,6.93,16.59,2.66,0.01,0.38,1.49,6.7,0.99
511.povray_r,380,31792446,4179327624761,679179690560,3748523444,1129267298500,1614398842145,2280,9034139789,18332894946,3137,380049,98101731696,1495536025722,612035744857,9597389034,1518531,1347191171,3140414,755874,506588932,3800030203,692263704077,614986300388,749336,1511309387475,213682,609763355675,4114360,2561034,4433568042,79384655881,1004602040,1457182545,978628187,13856318382,154518954036,1583147053943,84770107974,137849193585,137865408822,360409243843,440590434747,49551188804,5783758668,4252192634352,3865463983,690947980154,402642558795,78273214771,1521483640645,613827037105,98652980862,15808081869,36809509,538790486952,362158258797,5043958922445,1505865491056,1129698714125,1140886534371,1100.05,1.72,6.15,54.33,10.56,2.79,6.93,16.6,2.66,0.01,0.38,1.49,6.7,0.99
511.povray_r,382,32058605,4200379499724,682575034657,3773666677,1135213393750,1622899544615,2280,9081708566,18527347147,3149,382050,98630516870,1503032923553,615112939790,9657753033,1533959,1356450256,3163865,759295,509652242,3825168824,695757639282,618065251244,751687,1519007431859,214831,612838916959,4124648,2580703,4457582972,79830532604,1013811565,1465332492,982774799,13934014601,155373526850,1591422046002,85250111637,138640055334,138656348880,362356700802,443047804205,49816098481,5811768779,4273949220366,3890664685,694460420840,404668931720,78660611954,1529228444006,616921905809,99204140022,15906763328,37044178,541901444470,364200587117,5070043647163,1513740738846,1135646421500,1146892194530,1098.51,1.72,6.15,54.33,10.56,2.79,6.93,16.6,2.66,0.01,0.38,1.49,6.7,0.99
511.povray_r,384,32117336,4221580900889,686004655475,3797596886,1141162634250,1631406008593,2280,9129302514,18733201130,3159,384051,99163632923,1510581757945,618191247010,9717563213,1536156,1365791709,3245414,760857,512530502,3850822506,699270613286,621162081510,754298,1526697877869,215989,615909747053,4136821,2594783,4481768194,80271083878,1022912884,1473955288,987046037,14013901440,156218199081,1599701540181,85740144045,139455608613,139471996064,364309725527,445539632868,50079073054,5839417502,4295432274214,3917111245,697941299586,406678204439,79044507776,1536877135551,619989570124,99758333485,16008436487,37087805,545042987744,366259675595,5096136540333,1521630295226,1141593119375,1152897792072,1096.58,1.72,6.15,54.34,10.56,2.79,6.93,16.61,2.66,0.01,0.38,1.49,6.7,0.99
511.povray_r,386,32377387,4242811993062,689434754100,3819979734,1147100483250,1639894615507,2280,9176805286,18952402783,3173,386052,99704554934,1518142005216,621282496632,9775765274,1537999,1375060631,3313989,764187,515460095,3874380972,702780307806,624264210354,756835,1534310533299,217182,618960005635,4148307,2608995,4506220175,80714843145,1031754155,1482146542,991104326,14091148481,157068156087,1607971052305,86219327588,140248145577,140264614890,366259661762,448001397527,50342423602,5867046064,4316990211712,3941753980,701424179412,408689910731,79429053429,1544555362354,623065362892,100304300352,16110848753,37329090,548161254773,368300998604,5122025142512,1529468861392,1147537586000,1158897394734,1095.2,1.72,6.15,54.35,10.56,2.79,6.93,16.61,2.67,0.01,0.38,1.49,6.7,0.99
511.povray_r,388,32488774,4263930777414,692842905602,3844008414,1153046749875,1648396558467,2280,9224375411,19163667773,3185,388053,100243304318,1525661063754,624376489183,9835022457,1553864,1383925230,3365095,765730,518428411,3897815624,706287714961,627368440552,759154,1541952329093,218604,622022409465,4158556,2623382,4530596091,81164393099,1040924689,1490972632,995151747,14173755466,157937494702,1616275725860,86692991805,141020322105,141036878777,368211897272,450425182203,50606529354,5894750015,4338687854592,3965209819,704912213011,410704732836,79813911365,1552285358915,626150738088,100845755256,16212240516,37345042,551235291826,370317563176,5147982164503,1537327073020,1153486499875,1164902981085,1094.19,1.72,6.15,54.36,10.56,2.8,6.93,16.61,2.67,0.01,0.38,1.49,6.7,0.99
511.povray_r,390,32764656,4284935955494,696241128120,3869232880,1158992547000,1656897566728,2280,9271941756,19369287728,3200,390054,100777176024,1533138857872,627463366185,9894898102,1570252,1392787224,3389804,769207,521435945,3921798567,709756743672,630438262581,761631,1549741371316,219967,625134817458,4169968,2640557,4556286590,81612057034,1050349414,1499456644,999445997,14255356943,158804278556,1624557272513,87169138510,141799872840,141816516144,370170273122,452873452279,50869787095,5922446004,4360244540175,3989338491,708364045281,412698096501,80195345782,1559968702634,629206975717,101397475666,16313567710,37563955,554373009961,372374273031,5173984904966,1545192664400,1159429256375,1170907604834,1092.97,1.72,6.16,54.37,10.57,2.8,6.93,16.62,2.67,0.01,0.38,1.49,6.7,0.99
