workload,cycles,cache-misses,instructions,stalled-cycles-backend,branch-misses,context-switches,iTLB-load-misses,IpNReturn,IpMispredict,BpTkBranch
525.x264_r,580209322173,17954730996,571289186124,100561477348,4141662804,445682,89085723,38.01,139.59,1.66
525.x264_r,583299258612,18050613810,574338564032,101091698113,4163737002,448047,89561040,38.01,139.59,1.66
525.x264_r,586378064088,18145305087,577350417704,101623617879,4185547629,450406,90030679,38.01,139.59,1.66
525.x264_r,589392234074,18240713706,580394869614,102140840260,4207568037,452756,90502326,38.01,139.59,1.66
525.x264_r,592472442417,18335252202,583396444202,102664101337,4229350614,455099,90971176,38.01,139.59,1.66
525.x264_r,595543823341,18429267061,586390780591,103194954469,4251031859,457413,91437830,38.01,139.59,1.66
525.x264_r,598583485701,18524444803,589423527821,103718675000,4272988347,459759,91909792,38.01,139.59,1.66
525.x264_r,601606073632,18619410145,592446296299,104243216990,4294872285,462154,92380224,38.01,139.59,1.66
525.x264_r,604650077540,18714880549,595482840825,104757232030,4316883759,464526,92853652,38.01,139.59,1.66
525.x264_r,607737879426,18808298785,598457950382,105296373650,4338416438,466875,93317672,38.01,139.59,1.66
525.x264_r,610798384249,18901357482,601418234062,105830980534,4359870343,469189,93779787,38.01,139.59,1.66
525.x264_r,613825278149,18995905004,604416506754,106364347122,4381621036,471546,94248310,38.01,139.59,1.66
525.x264_r,616867784194,19093156989,607502874393,106878037055,4403994517,473932,94729479,38.01,139.59,1.66
525.x264_r,619938375263,19188188876,610526896716,107410559836,4425897304,476312,95199423,38.01,139.6,1.66
525.x264_r,622948680865,19283481150,613560072244,107928814098,4447856163,478635,95670602,38.01,139.6,1.66
525.x264_r,626031359389,19379538874,616616777418,108462426650,4470009770,481021,96147210,38.01,139.59,1.66
525.x264_r,629138260845,19476818738,619723790509,108984786866,4492461832,483408,96629698,38.01,139.6,1.66
525.x264_r,632205793183,19571679259,622740872533,109518469195,4514305182,485784,97100707,38.01,139.6,1.66
525.x264_r,635297071447,19666363254,625757042275,110058234595,4536107939,488106,97571085,38.01,139.6,1.66
525.x264_r,638337625918,19760925827,628761620819,110586576080,4557846853,490459,98039624,38.01,139.6,1.66
525.x264_r,641423133316,19855767894,631782861516,111114457311,4579698750,492797,98511078,38.01,139.6,1.66
525.x264_r,643253026904,19911225542,633542404244,111417382567,4592446056,494171,98785122,38.01,139.6,1.66
531.deepsjeng_r,7933681345,15643009,12836748107,2661936090,61130526,203,1509,172.47,209.93,1.85
531.deepsjeng_r,16015380263,27579809,27045732133,5367391944,133139796,394,1596,193.93,203.07,1.87
531.deepsjeng_r,24079348742,39687689,41146063530,8095152437,204269121,585,1692,200.75,201.5,1.88
531.deepsjeng_r,32084387741,51428500,55266804425,10749181278,277764757,776,1752,204.26,198.98,1.89
531.deepsjeng_r,40143185892,62701165,69428542870,13345723760,350194725,963,1843,206.71,198.32,1.89
531.deepsjeng_r,48206341586,74554547,83434540105,16067772158,421489513,1157,2497,208.15,198,1.89
531.deepsjeng_r,56222608010,86688379,97308671663,18674538895,492544885,1350,2581,208.4,197.55,1.89
531.deepsjeng_r,64304752615,97749713,111559325605,21227226005,566415749,1536,2583,209.46,196.99,1.89
531.deepsjeng_r,72377558979,109945293,125475112568,23942550745,638891750,1723,2583,210.63,196.4,1.89
531.deepsjeng_r,80451060942,121781749,139558218832,26567539651,712146361,1911,2607,210.84,196.04,1.89
531.deepsjeng_r,88398843983,133283503,153311030850,29130932908,782348352,2115,2970,210.94,195.99,1.89
531.deepsjeng_r,96463379595,144454852,167747474714,31714803760,852809350,2300,3003,211.11,196.71,1.89
531.deepsjeng_r,104466683447,155981253,181855830411,34353680344,924837591,2491,3177,211.55,196.61,1.89
531.deepsjeng_r,112519509137,167128114,196307892564,36921615248,996034158,2679,3227,211.78,197.25,1.89
531.deepsjeng_r,120449884353,179923801,209606684549,39649813658,1063635028,2879,3501,211.6,197.04,1.89
531.deepsjeng_r,128444952915,192366507,223270232375,42349184989,1132239246,3074,3752,211.07,197.29,1.89
531.deepsjeng_r,136526459511,205136223,237142130007,45028320580,1200568400,3260,3756,210.21,197.38,1.89
531.deepsjeng_r,144594144768,218370296,250705223716,47819073474,1271616273,3449,3804,209.56,197.08,1.89
531.deepsjeng_r,152666828561,231719853,264445997714,50563599877,1338917611,3632,3855,208.92,197.67,1.89
531.deepsjeng_r,160703146712,244447858,278072711028,53217160271,1405653470,3823,4042,208.27,197.98,1.89
531.deepsjeng_r,168704835816,257793268,291603751193,55930334365,1471341346,4016,4139,207.83,198.35,1.89
531.deepsjeng_r,176737629131,270758386,305102587360,58615114977,1541171748,4205,4261,207.4,198.14,1.89
531.deepsjeng_r,184764987514,282922395,318968189452,61219414128,1610776409,4395,4391,207.29,198.06,1.89
531.deepsjeng_r,192780400869,295529057,332463401321,63875157679,1683889776,4585,4560,206.9,197.3,1.89
531.deepsjeng_r,200857445660,309175425,345864684369,66530464586,1754523361,4772,4563,206.35,197.34,1.89
531.deepsjeng_r,208909362772,323012666,359449348287,69280916877,1818840150,4963,4608,206.09,197.85,1.89
531.deepsjeng_r,216981688044,335208858,373773975991,71952294210,1885250579,5152,4646,205.99,198.37,1.89
531.deepsjeng_r,225055020092,347259542,387760180894,74576809483,1957927378,5341,4665,205.89,198.12,1.89
531.deepsjeng_r,233130489387,360372746,401216514032,77278965268,2031114807,5527,4684,205.7,197.54,1.89
531.deepsjeng_r,241199189896,372972197,415038386381,79886284019,2103736218,5717,4798,205.52,197.39,1.89
531.deepsjeng_r,249263592659,386781252,428559776301,82768708966,2167771195,5907,5077,206.25,197.97,1.89
531.deepsjeng_r,257210953533,398932275,442439534535,85473127352,2230074881,6102,5486,207.24,198.66,1.89
531.deepsjeng_r,265289209560,411777984,456594181839,88239758632,2296103906,6293,5521,207.81,199.05,1.89
531.deepsjeng_r,273362327837,424498590,470792571410,90977519211,2362149420,6481,5560,208.72,199.57,1.88
531.deepsjeng_r,281441132183,437632939,484934932043,93748688758,2427282756,6669,5561,209.28,199.96,1.88
531.deepsjeng_r,289504107951,452109750,498228240948,96662876357,2490321359,6859,5653,209.66,200.46,1.88
531.deepsjeng_r,297578305702,465711528,512705235706,99561939100,2551048469,7049,5656,210.46,201.27,1.88
531.deepsjeng_r,305652752021,479853020,527043153541,102467665648,2612862182,7238,5658,211.09,202.03,1.88
531.deepsjeng_r,313728715857,494132905,541326240073,105387340407,2674218600,7431,5660,211.82,202.7,1.88
531.deepsjeng_r,321802736376,508061206,555558356856,108244557800,2738213894,7619,5663,212.18,203.14,1.88
531.deepsjeng_r,329877619183,522180029,569781534730,111139196482,2800858947,7807,5664,212.84,203.75,1.88
531.deepsjeng_r,337938498960,536270849,584124151023,114075042657,2861518834,7999,5667,213.5,204.4,1.88
531.deepsjeng_r,346008212570,550228190,598315362828,116974895035,2924917658,8192,5724,213.74,204.63,1.88
531.deepsjeng_r,354083548707,563997293,612280421735,119810544993,2992475104,8384,5826,213.83,204.81,1.88
531.deepsjeng_r,362158262501,577424480,626071518744,122616593939,3060026205,8576,5930,214.11,204.66,1.88
531.deepsjeng_r,370223855459,590180440,639971780286,125357993244,3131489527,8766,6052,214.2,204.37,1.88
531.deepsjeng_r,378259247833,602568725,653666873452,128060885919,3203695811,8956,6166,214.31,204.09,1.88
531.deepsjeng_r,386256896312,615583660,667273683811,130781688012,3274263171,9145,6433,214.46,203.84,1.88
531.deepsjeng_r,394337054345,628600927,681100154803,133511507822,3345882847,9333,6500,214.59,203.66,1.88
531.deepsjeng_r,402394468270,641275581,695050188051,136195967034,3416542363,9522,6622,214.63,203.55,1.88
531.deepsjeng_r,410471177209,655637723,708429718789,139048555530,3481131507,9711,6682,214.84,203.65,1.88
531.deepsjeng_r,418527167186,668756078,722217185277,141814018929,3550085164,9902,6834,214.95,203.4,1.88
531.deepsjeng_r,426550456400,681494833,736032567788,144553400243,3618792276,10095,6971,215.2,203.47,1.88
531.deepsjeng_r,434612175238,694732664,749593638834,147293571709,3689219886,10282,7079,215.12,203.09,1.88
531.deepsjeng_r,442688167357,708186671,763109970098,150028030456,3761702296,10471,7156,215.31,202.93,1.88
531.deepsjeng_r,450768819732,719923580,777537176057,152754120309,3829804362,10657,7181,215.8,203.06,1.88
531.deepsjeng_r,458853769424,732562697,791597155890,155491211340,3897764959,10844,7182,216.04,203.03,1.88
531.deepsjeng_r,466924437907,746101768,805244215242,158243258690,3967913551,11028,7182,216.07,202.87,1.88
531.deepsjeng_r,474995911993,759934369,818507298333,161044389390,4033890004,11216,7340,215.87,202.95,1.88
531.deepsjeng_r,483073568200,771840433,832656750012,163730106319,4101216162,11401,7342,215.58,203.1,1.88
531.deepsjeng_r,491153687958,783829566,846753871504,166426985691,4168378194,11590,7343,215.26,203.2,1.88
531.deepsjeng_r,499228784241,795838290,860987090713,169145607227,4235093970,11774,7343,215.05,203.22,1.88
531.deepsjeng_r,507300040564,808077750,874937236122,171793429103,4306711145,11965,7343,214.68,203.12,1.88
531.deepsjeng_r,515374066176,820319520,888718376401,174442423915,4376131119,12160,7343,214.28,203.1,1.88
531.deepsjeng_r,523444963619,832377950,902900943869,177153577458,4443051253,12349,7398,214.15,203.31,1.88
531.deepsjeng_r,531521191264,844667766,917073901093,179889993053,4509472441,12538,7402,213.87,203.37,1.88
531.deepsjeng_r,539591339888,857678570,930989200650,182646706158,4572970422,12730,7480,214.25,203.76,1.88
531.deepsjeng_r,547668579866,869897350,945613827531,185391297045,4637844993,12916,7534,214.39,204.05,1.88
531.deepsjeng_r,555746454532,881791993,960217789433,188065250465,4704027166,13105,7534,214.29,204.17,1.88
531.deepsjeng_r,563815665319,894237910,974422466544,190796701341,4771055500,13296,7534,213.78,204.32,1.88
531.deepsjeng_r,571893415457,906918745,988759272916,193608923834,4837978183,13483,7552,213.32,204.41,1.88
531.deepsjeng_r,579971450770,919401741,1002990653481,196437448226,4906629274,13665,7553,213.06,204.38,1.88
531.deepsjeng_r,588049223272,931605535,1017240685962,199187271502,4976516277,13850,7553,212.74,204.42,1.88
531.deepsjeng_r,596126890166,943830260,1031423319584,201931833172,5047912843,14033,7553,212.46,204.3,1.88
531.deepsjeng_r,604204904181,955774314,1045565026371,204585438791,5120735755,14213,7553,212.28,204.24,1.88
531.deepsjeng_r,612267769693,968400607,1059666519719,207364991358,5189952011,14400,7611,212.33,204.23,1.88
531.deepsjeng_r,620350183800,980625153,1073795134730,210079053823,5260847480,14582,7611,212.1,204.24,1.88
531.deepsjeng_r,628420720787,993314854,1088165503822,212802763452,5326315970,14768,7690,212.05,204.3,1.88
531.deepsjeng_r,636486658714,1006764627,1101888673790,215522856673,5394036230,14955,7765,211.9,204.41,1.88
531.deepsjeng_r,644549315122,1019092716,1116426533276,218174955581,5459039808,15148,7850,211.8,204.5,1.88
531.deepsjeng_r,652626181783,1032922383,1129760077903,220827606544,5528267232,15336,7851,211.68,204.42,1.88
531.deepsjeng_r,660701404000,1045445885,1143857579760,223423638805,5597450182,15529,7851,211.61,204.43,1.88
531.deepsjeng_r,668777255830,1058133048,1158047733596,226097973210,5666009564,15712,7851,211.62,204.5,1.88
531.deepsjeng_r,676852876767,1070395282,1172520360199,228703300271,5732786919,15896,7867,211.34,204.78,1.88
531.deepsjeng_r,684918178930,1083471094,1186721321819,231461134750,5793252435,16087,7949,211.47,204.98,1.88
531.deepsjeng_r,692992424391,1096544398,1201074666951,234293101193,5857559406,16276,8001,211.53,205.2,1.88
531.deepsjeng_r,701075412208,1109980805,1215278562303,237188668721,5921277493,16466,8003,211.54,205.32,1.88
531.deepsjeng_r,709138526475,1124277989,1229025481208,240108643880,5987360242,16657,8074,211.55,205.33,1.88
531.deepsjeng_r,717203079887,1138037435,1242891350071,242959103738,6055175147,16847,8170,211.56,205.38,1.88
531.deepsjeng_r,725281714260,1151245259,1257027510150,245730201964,6122727453,17037,8201,211.58,205.36,1.88
531.deepsjeng_r,733346170484,1164675447,1271023331199,248555053561,6190271179,17225,8264,211.67,205.44,1.88
531.deepsjeng_r,741420405753,1178025995,1285143900377,251365029518,6257019527,17412,8264,211.73,205.51,1.88
531.deepsjeng_r,749495236924,1191039438,1299351058668,254102303609,6323026773,17606,8264,211.76,205.56,1.88
531.deepsjeng_r,757573679501,1204984689,1313177890667,256933861016,6390445041,17798,8264,211.78,205.6,1.88
531.deepsjeng_r,765643807671,1218455840,1327256792602,259671689245,6458005964,17989,8313,211.83,205.63,1.88
531.deepsjeng_r,773718241895,1232429936,1340800789478,262551870724,6523598345,18177,8342,211.74,205.56,1.88
531.deepsjeng_r,781797506024,1245278252,1354693985416,265232930013,6595956481,18370,8343,211.56,205.41,1.88
531.deepsjeng_r,789876876779,1258062653,1368668816234,267927762186,6666181457,18556,8380,211.5,205.34,1.88
531.deepsjeng_r,797955702230,1270699808,1382582430072,270607476394,6738290532,18743,8537,211.42,205.22,1.88
531.deepsjeng_r,806025607838,1284079680,1396488366678,273386833867,6808293595,18934,8569,211.3,205.21,1.88
531.deepsjeng_r,814099789939,1297534810,1410576330128,276142710816,6877442234,19123,8620,211.21,205.18,1.88
531.deepsjeng_r,822174378758,1311156166,1424542235602,278879301746,6946937610,19311,8709,211.12,205.16,1.88
531.deepsjeng_r,830249012085,1324488263,1438605662107,281599047507,7014596310,19499,8756,210.98,205.16,1.88
531.deepsjeng_r,838327404646,1338667869,1452507769683,284326979122,7082035766,19692,8763,210.86,205.2,1.88
531.deepsjeng_r,846405740785,1352464687,1466257640037,287140019049,7147048872,19885,8779,210.8,205.17,1.88
531.deepsjeng_r,854485250907,1365142399,1479985250217,289768331864,7218800560,20073,8838,210.73,205.05,1.88
531.deepsjeng_r,862564389289,1377332462,1493975552077,292314430862,7291181707,20265,8847,210.65,204.95,1.88
531.deepsjeng_r,870643348657,1390254047,1507683320129,294938268661,7361936860,20455,8916,210.56,204.85,1.88
531.deepsjeng_r,878725898761,1402657731,1521565757294,297547613466,7433315548,20644,8965,210.57,204.81,1.88
531.deepsjeng_r,886793189804,1417165984,1534881145429,300421823322,7497464421,20832,9039,210.69,204.86,1.88
531.deepsjeng_r,894872735454,1430882005,1548802921861,303250814484,7563369892,21020,9086,210.81,204.9,1.88
531.deepsjeng_r,902945157784,1444375180,1562621094016,306011824081,7629537495,21209,9091,210.96,204.94,1.88
531.deepsjeng_r,911031014924,1457860932,1576507299976,308806647047,7695347946,21400,9182,211.09,205.01,1.88
531.deepsjeng_r,919112569577,1471265069,1590386895715,311612122039,7760329973,21583,9199,211.21,205.05,1.88
531.deepsjeng_r,927193666668,1485323305,1604122204022,314461859048,7827034649,21779,9199,211.33,205.02,1.88
531.deepsjeng_r,935275076223,1499460874,1617759486517,317274317259,7895099797,21971,9199,211.46,204.98,1.88
531.deepsjeng_r,943357334134,1513535202,1631478767252,320046594440,7963835401,22157,9199,211.57,204.95,1.88
531.deepsjeng_r,951435536858,1527164024,1645326940892,322816285996,8030693451,22346,9199,211.63,204.95,1.88
531.deepsjeng_r,959514519369,1541382558,1658903227451,325618222979,8099186640,22535,9204,211.72,204.89,1.88
531.deepsjeng_r,967587154647,1555609043,1672529358255,328424457718,8166915373,22726,9260,211.85,204.9,1.88
531.deepsjeng_r,975664887781,1569666375,1686263880361,331215209167,8234608150,22910,9260,211.98,204.88,1.88
531.deepsjeng_r,983742693413,1584072941,1699972224262,334063510653,8301516308,23098,9279,212.08,204.87,1.88
531.deepsjeng_r,991820909232,1598230625,1713672130488,336876697686,8368837831,23284,9280,212.1,204.83,1.88
531.deepsjeng_r,999899143913,1612184754,1727374818532,339669147771,8436921938,23470,9281,212.18,204.87,1.88
531.deepsjeng_r,1007977213605,1625603733,1741312929551,342438133583,8502360345,23660,9281,212.26,204.92,1.88
531.deepsjeng_r,1016006381981,1643172851,1754007674857,345271098849,8558818978,23853,10480,211.79,205,1.88
531.deepsjeng_r,1024082944765,1654990873,1768307532290,348033196729,8630788694,24044,10562,211.84,204.94,1.88
531.deepsjeng_r,1032138233591,1666939103,1782406976322,350775284072,8702747975,24230,10611,211.88,204.88,1.88
531.deepsjeng_r,1040204524414,1679036151,1796521938824,353543414391,8773432913,24419,10729,211.91,204.79,1.88
531.deepsjeng_r,1048285434158,1690735431,1810692512604,356262215355,8847512695,24607,10747,211.94,204.71,1.88
531.deepsjeng_r,1056350623891,1702037798,1825001427751,358898912489,8920527127,24799,10775,211.97,204.63,1.88
531.deepsjeng_r,1064427090977,1714348525,1839018692691,361666669999,8992055240,24990,10778,211.94,204.58,1.88
531.deepsjeng_r,1072504094164,1726245560,1853152340321,364333258596,9064600487,25183,10778,211.98,204.47,1.88
531.deepsjeng_r,1080580548843,1737464405,1867473045665,366954534852,9138488289,25371,10778,212.05,204.38,1.88
531.deepsjeng_r,1088657573441,1749678782,1881436995604,369716580127,9211638254,25558,10830,212.06,204.27,1.88
531.deepsjeng_r,1096734572640,1761571094,1895634473542,372401374863,9284944872,25744,10858,212.07,204.22,1.88
531.deepsjeng_r,1104811490247,1773004834,1909894410511,375016515003,9357573908,25935,10859,212.07,204.21,1.88
531.deepsjeng_r,1112889621205,1784493190,1924288669487,377704269764,9428390530,26123,10862,212.09,204.15,1.88
531.deepsjeng_r,1120939186349,1795924072,1938540256407,380387108897,9500554824,26308,11010,212.11,204.13,1.88
531.deepsjeng_r,1128941227543,1807031216,1952709004984,382912686475,9569778971,26505,11382,212.11,204.09,1.88
531.deepsjeng_r,1136996684829,1820427111,1966012310858,385759213226,9638722331,26704,11545,212.05,204.05,1.88
531.deepsjeng_r,1145072079395,1833265919,1979965845164,388543892835,9707303711,26895,11548,211.95,204.06,1.88
531.deepsjeng_r,1153146891464,1846060788,1993757149972,391314717157,9777672689,27087,11598,211.84,203.96,1.88
531.deepsjeng_r,1161222029652,1859370109,2007425201223,394139935587,9848255338,27276,11603,211.74,203.95,1.88
531.deepsjeng_r,1169297293399,1872295897,2021457012022,396925263013,9914540861,27466,11623,211.64,203.96,1.88
531.deepsjeng_r,1177376798397,1885549970,2035270742043,399682360594,9982446676,27658,11696,211.53,203.97,1.88
531.deepsjeng_r,1185456625562,1898687516,2049015148426,402449190916,10050268729,27849,12030,211.46,203.9,1.88
531.deepsjeng_r,1193532310198,1912103258,2062644490553,405228613442,10119602243,28039,12065,211.4,203.87,1.88
531.deepsjeng_r,1201540539525,1924014645,2076510029708,407862453600,10192005517,28235,12269,211.32,203.73,1.88
531.deepsjeng_r,1209613101325,1936729012,2090194359688,410576440087,10267711629,28427,12304,211.19,203.64,1.88
531.deepsjeng_r,1217689301106,1951122631,2103612752367,413359127064,10333865908,28622,12306,211.1,203.69,1.88
531.deepsjeng_r,1225716336582,1964186318,2117432481965,416144382466,10398584857,28810,12516,211.05,203.76,1.88
531.deepsjeng_r,1233792159563,1976053770,2131821988834,418802492223,10468104341,29005,12568,211,203.68,1.88
531.deepsjeng_r,1241869271163,1988363806,2145796904057,421502021331,10540703855,29193,12573,210.93,203.54,1.88
531.deepsjeng_r,1249917461954,2001662036,2159061824845,424259060189,10614297344,29389,12766,210.85,203.45,1.88
531.deepsjeng_r,1257994235516,2015145885,2172602824219,427041903639,10682507128,29585,12948,210.94,203.52,1.88
531.deepsjeng_r,1266065870667,2028065283,2186812119344,429889052653,10748028251,29775,13129,211.12,203.63,1.88
531.deepsjeng_r,1274088225801,2040496277,2200845256722,432607658435,10811862163,29967,13415,211.22,203.69,1.88
531.deepsjeng_r,1282168186310,2053257718,2215018537377,435382465838,10878807950,30159,13447,211.39,203.77,1.88
531.deepsjeng_r,1290187368584,2065921390,2229100770280,438155398346,10943541237,30352,13511,211.53,203.83,1.88
531.deepsjeng_r,1298262630548,2079340149,2243046372270,440995118589,11009255075,30550,13593,211.57,203.9,1.88
531.deepsjeng_r,1306304044138,2093731827,2256572907866,443987537852,11069769875,30745,13764,211.75,204.08,1.88
531.deepsjeng_r,1314381575544,2107736173,2270989801288,446958204965,11131578395,30936,13869,211.89,204.24,1.88
531.deepsjeng_r,1322453005429,2121855776,2285410973838,449911541887,11193157681,31125,13951,212.06,204.39,1.88
531.deepsjeng_r,1330481953147,2135991294,2299551041449,452847411008,11254396135,31318,14125,212.14,204.49,1.88
531.deepsjeng_r,1338543565467,2150099272,2313719298114,455798063985,11318758833,31513,14388,212.31,204.62,1.88
531.deepsjeng_r,1346575996195,2164187157,2327857235467,458739744024,11379776108,31703,14466,212.47,204.79,1.88
531.deepsjeng_r,1354635181709,2178166149,2342140996174,461687661270,11440911134,31896,14516,212.56,204.87,1.88
531.deepsjeng_r,1362608853798,2192209695,2356061195684,464642183236,11506690336,32085,14736,212.58,204.9,1.88
531.deepsjeng_r,1370601238285,2206234894,2369645500813,467483409016,11570372522,32276,15036,212.67,204.88,1.88
531.deepsjeng_r,1378682151302,2218931237,2383801805152,470219571918,11642180551,32465,15055,212.72,204.81,1.88
531.deepsjeng_r,1386758931299,2231552388,2397732778548,472966805984,11715153133,32653,15058,212.73,204.72,1.88
531.deepsjeng_r,1394833322137,2244204658,2411668222143,475722738130,11787333074,32840,15107,212.79,204.65,1.88
531.deepsjeng_r,1402909187244,2257288043,2425503095297,478487150927,11859086576,33036,15153,212.83,204.58,1.88
531.deepsjeng_r,1410986370080,2270266411,2439364913085,481223873956,11930491504,33226,15153,212.86,204.55,1.88
531.deepsjeng_r,1419062156438,2284401525,2452821355861,484039567293,11997884432,33415,15234,212.9,204.55,1.88
531.deepsjeng_r,1427090684646,2297109966,2466753929530,486826160108,12064092875,33609,15462,212.97,204.52,1.88
531.deepsjeng_r,1435165731019,2310833101,2480449954434,489638086265,12136001772,33799,15574,213.05,204.51,1.88
531.deepsjeng_r,1443242632947,2323423274,2494657501732,492416783980,12204348473,33993,15671,213.04,204.4,1.88
531.deepsjeng_r,1451250308148,2336557660,2507946475821,495133948041,12277046166,34189,15911,213.09,204.32,1.88
531.deepsjeng_r,1459328053008,2349484405,2521911296842,497892660534,12347750733,34383,16021,213.25,204.36,1.88
531.deepsjeng_r,1467394576937,2361613507,2536208631307,500667737968,12415741735,34575,16073,213.35,204.35,1.88
531.deepsjeng_r,1475453126162,2374655637,2550046661519,503432119649,12484574759,34763,16189,213.38,204.29,1.88
531.deepsjeng_r,1483520225166,2388218266,2563707284796,506218553241,12555105557,34955,16378,213.34,204.29,1.88
531.deepsjeng_r,1491586024263,2401429580,2577363033407,509044455624,12620094442,35149,16541,213.26,204.34,1.88
531.deepsjeng_r,1499630342707,2413331942,2591469363877,511801051080,12686747047,35344,16845,213.17,204.35,1.88
531.deepsjeng_r,1507688286625,2425157007,2605614580802,514527731352,12753867879,35537,17057,213.12,204.38,1.88
531.deepsjeng_r,1515630047191,2437211095,2619307703523,517203437787,12821983066,35740,17365,213.02,204.34,1.88
531.deepsjeng_r,1523695276447,2449267631,2633249232459,519865537523,12892580598,35932,17553,212.89,204.32,1.88
531.deepsjeng_r,1531732308140,2461505073,2647039171992,522534969064,12961077846,36129,17688,212.85,204.37,1.88
531.deepsjeng_r,1539799849154,2473545065,2661347273907,525289279937,13026879466,36316,17716,212.76,204.4,1.88
531.deepsjeng_r,1547876432766,2485914891,2675485901733,528038449584,13095556678,36506,17768,212.86,204.5,1.88
531.deepsjeng_r,1555947015808,2498942035,2689701544402,530869907063,13156656775,36694,17853,212.96,204.61,1.88
531.deepsjeng_r,1564023103355,2511166863,2704367369203,533596634258,13222383100,36880,17853,212.92,204.66,1.88
531.deepsjeng_r,1572100096260,2523328838,2718752009805,536316895270,13290096933,37071,17854,212.78,204.71,1.88
531.deepsjeng_r,1580176511223,2535794500,2733131765081,539088983757,13357052890,37260,17872,212.6,204.75,1.88
531.deepsjeng_r,1588253383927,2548533454,2747420747511,541953851077,13425027210,37450,17873,212.5,204.74,1.88
531.deepsjeng_r,1596330632033,2560929378,2761594339873,544719603861,13495021932,37639,17873,212.4,204.75,1.88
531.deepsjeng_r,1604408279294,2573156379,2775968651780,547496207993,13564650722,37830,17894,212.29,204.71,1.88
531.deepsjeng_r,1612485856204,2585312487,2790137760416,550242403879,13636856696,38014,17895,212.2,204.67,1.88
531.deepsjeng_r,1620563865365,2597338881,2804399881439,552972511708,13708402499,38205,17946,212.22,204.67,1.88
531.deepsjeng_r,1628641310360,2609954518,2818518626705,555772111124,13777795733,38397,17946,212.15,204.67,1.88
531.deepsjeng_r,1636718634666,2622137001,2832825011924,558464984337,13847520710,38582,17946,212.12,204.7,1.88
531.deepsjeng_r,1644791441075,2635657737,2846705511374,561260488053,13913977146,38770,18086,212.07,204.73,1.88
531.deepsjeng_r,1652863761650,2648272231,2861011015561,564001226380,13980793625,38960,18176,212.02,204.77,1.88
531.deepsjeng_r,1660946772395,2661348887,2875083419299,566718915840,14047678966,39154,18206,211.99,204.73,1.88
531.deepsjeng_r,1668905446630,2674612297,2888583730746,569386545379,14115565919,39349,18263,211.94,204.74,1.88
531.deepsjeng_r,1676982916069,2687149694,2902853625719,572078946722,14185162275,39539,18271,211.95,204.75,1.88
531.deepsjeng_r,1685061231154,2699835429,2917233144904,574784835620,14253409465,39729,18274,211.85,204.85,1.88
531.deepsjeng_r,1692172995947,2709182496,2928510854963,576787758970,14302965687,39875,18822,211.88,204.95,1.88
541.leela_r,8004156826,2285095,10613291440,1722526095,129043346,195,1534,129.24,82.68,1.86
541.leela_r,16092738169,4804620,20786593889,3367369121,262087562,385,4486,124.85,79.53,1.86
541.leela_r,24174776306,7416863,30838718975,5043068417,394088918,578,4607,124.35,78.37,1.87
541.leela_r,32256351959,10129839,40816184199,6648282095,527582727,769,4976,124.2,77.44,1.87
541.leela_r,40337760748,12871152,50782533744,8188751706,662338165,956,5018,124.14,76.74,1.88
541.leela_r,48371015640,15890474,60833350579,9762394507,794472767,1145,5390,124.39,76.61,1.89
541.leela_r,56418647975,19698365,71002333990,11307175107,925645976,1333,5629,124.62,76.75,1.89
541.leela_r,64455398879,24055655,81561736750,12914889276,1049100129,1524,5858,124.77,77.73,1.9
541.leela_r,72514996716,28661517,92475594360,14499799108,1163292443,1714,6646,124.94,79.44,1.91
541.leela_r,80582106596,32463971,103228629405,16147173262,1287194956,1904,6717,124.67,80.24,1.91
541.leela_r,88668726690,34829971,113359266855,17827613486,1419602086,2092,6886,124.32,79.9,1.91
541.leela_r,96754991764,37466713,123360529991,19462299474,1553403577,2280,7012,124.17,79.45,1.9
541.leela_r,104842274293,40281410,133562144212,21042808904,1686944537,2469,7050,123.87,79.19,1.9
541.leela_r,112925737006,43036639,143695468911,22642267145,1819120509,2660,7078,123.87,79.01,1.9
541.leela_r,121008498210,45993938,153992868325,24251519259,1949250471,2851,7100,123.96,79,1.91
541.leela_r,129092469053,49636754,164453205076,25859672260,2077187792,3041,7138,124.14,79.16,1.91
541.leela_r,137181910230,54167407,175178935476,27445885550,2200618985,3234,7323,124.6,79.64,1.91
541.leela_r,145269652696,56660778,185286890952,29144119362,2332754263,3426,7354,124.41,79.45,1.91
541.leela_r,153358066990,58918742,195455914877,30749589693,2466789173,3614,7377,124.17,79.27,1.9
541.leela_r,161447469874,61538991,205608300314,32297234128,2601898499,3803,7401,123.92,79.05,1.9
541.leela_r,169535503196,64400483,215755265235,33908394392,2734100765,3995,7611,123.78,78.94,1.9
541.leela_r,177612785157,67322440,225861352164,35506332843,2865185573,4191,7763,123.73,78.85,1.9
541.leela_r,185667171185,70485127,236026535463,37139536601,2992375729,4387,8059,123.77,78.89,1.91
541.leela_r,193757598241,73932208,246452826064,38900218268,3113827365,4581,8212,123.9,79.15,1.91
541.leela_r,201850553711,77883754,257152593001,40563509398,3235222982,4774,8257,123.91,79.49,1.91
541.leela_r,209867475336,82382992,268100795428,42293761922,3350540095,4967,8289,124.01,79.99,1.91
541.leela_r,217916145454,90061823,280001645330,44155328971,3450220743,5161,8612,124.14,81.06,1.91
