workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP
shell8,1347860421044,3851206177,1401846835484,626194742486,6011100504,2709029,331180860,46.88,3.98,232.55,1.81,1.49
shell8,1365936590049,3902573326,1420910855079,634643320155,6092800434,2744885,335758614,46.88,3.98,232.54,1.81,1.49
shell8,1384136910638,3954897603,1439887744662,643122113438,6174036334,2781687,340245031,46.88,3.98,232.54,1.81,1.49
shell8,1402496741556,4007590595,1458949849485,651655923924,6255844718,2818165,344711916,46.88,3.98,232.55,1.81,1.49
shell8,1420702726998,4060474827,1478124028653,660220877472,6337968665,2855059,349229518,46.88,3.98,232.54,1.81,1.49
shell8,1438941320767,4113589550,1497058526758,668721723436,6419185737,2891429,353693033,46.88,3.98,232.55,1.81,1.49
shell8,1457014049098,4165715004,1515818810254,677111650253,6499766938,2927974,358128640,46.88,3.98,232.56,1.81,1.49
shell8,1475172987727,4218084024,1534791795150,685607620094,6581348878,2965028,362583694,46.88,3.98,232.56,1.81,1.49
shell8,1493616617933,4270651601,1554125868144,694211243127,6664198750,3003121,367149436,46.88,3.98,232.56,1.81,1.49
shell8,1511968934411,4322551671,1573073259882,702630151528,6745701836,3040197,371596810,46.88,3.98,232.58,1.81,1.49
shell8,1530130118139,4374788669,1592111445695,711131892377,6827351131,3076765,376089608,46.88,3.98,232.58,1.81,1.49
shell8,1548471954503,4427322285,1611369106778,719704051131,6909926926,3114561,380651148,46.88,3.98,232.58,1.81,1.49
shell8,1566626224004,4480145931,1630269841166,728170826535,6991021627,3151103,385104046,46.88,3.98,232.58,1.81,1.49
shell8,1584851551632,4532564458,1649263293667,736639918206,7072520061,3187287,389607463,46.88,3.98,232.58,1.81,1.49
shell8,1603237254700,4584667516,1668325198497,745134295518,7154325868,3223819,394092641,46.88,3.98,232.58,1.81,1.49
shell8,1621547553113,4637125001,1687455466430,753666873204,7236331589,3260282,398630074,46.88,3.98,232.58,1.81,1.49
shell8,1639742206228,4689831860,1706539045003,762196335614,7318554036,3298061,403199910,46.88,3.98,232.58,1.81,1.49
shell8,1657923210252,4742453347,1725346567813,770639312130,7399477061,3334355,407599839,46.88,3.98,232.59,1.81,1.49
shell8,1676118609468,4795707996,1744176501502,779120310247,7480569543,3370956,412043379,46.88,3.98,232.59,1.81,1.49
shell8,1694378892898,4847919941,1763121959540,787583517238,7561745113,3407444,416542308,46.88,3.98,232.6,1.81,1.49
shell8,1712655539443,4899837549,1782388895908,796139006560,7644486140,3444821,421033468,46.88,3.98,232.6,1.81,1.49
shell8,1730792667516,4952251903,1801435375620,804631159499,7726068333,3481650,425574543,46.88,3.98,232.6,1.81,1.49
shell8,1749108182185,5004521726,1820442927489,813114329891,7807772146,3518696,430024944,46.88,3.98,232.62,1.81,1.49
shell8,1767331984863,5056152593,1839523778010,821583053178,7889720447,3555891,434556872,46.88,3.98,232.61,1.81,1.49
shell8,1785665474790,5108478392,1858653074700,830116921193,7971751569,3592504,439068867,46.88,3.98,232.61,1.81,1.49
shell8,1803812903199,5160783716,1877537746324,838593189208,8052940996,3630339,443532069,46.88,3.98,232.61,1.81,1.49
shell8,1819961635603,5208563567,1894207446362,846098824647,8124604999,3662452,447522937,46.88,3.98,232.6,1.81,1.49
shell16,16932675312,56609343,15708251575,7439009573,66147267,28305,3677333,46.96,3.98,237.85,1.81,1.55
shell16,33778414184,113339542,31231721443,14894236735,131753972,57720,7349563,46.96,3.98,237.6,1.81,1.54
shell16,50573312742,168768762,46461694918,22160286523,195967869,86607,10985095,46.96,3.98,237.8,1.81,1.54
shell16,67384739878,224907647,62020031576,29530126482,261523131,115422,14670191,46.95,3.98,237.57,1.81,1.54
shell16,84202356808,280090215,77157094742,36764210663,325577531,144106,18236971,46.96,3.98,237.75,1.81,1.54
shell16,101107314997,334827113,92467326611,44015127971,390145333,171936,21820102,46.96,3.98,237.88,1.81,1.54
shell16,118063251390,391498098,108188942273,51435385225,456489692,201601,25553450,46.95,3.98,237.86,1.81,1.54
shell16,135045988228,447608023,123894484332,58850782561,522657727,230709,29278890,46.95,3.98,237.92,1.81,1.54
shell16,151906876941,503262724,139271366523,66196681250,587497038,259217,32905604,46.95,3.98,238.01,1.81,1.54
shell16,168857632720,559801193,154979513373,73627975089,653769842,289375,36630224,46.95,3.98,238.02,1.81,1.54
shell16,185923976011,616787210,170539559491,81080622058,719363416,318994,40333472,46.96,3.98,238.04,1.81,1.54
shell16,202705963171,673073750,185845766258,88448600586,784000626,348480,43920874,46.95,3.98,237.98,1.81,1.54
shell16,219765536207,729231114,201178145296,95869430333,848591566,377669,47569146,46.95,3.98,238.01,1.81,1.54
shell16,236660422416,786287232,216533047997,103215113446,913380546,405460,51168338,46.95,3.98,237.99,1.81,1.54
shell16,253831267962,844166501,232526167528,110764859814,980541070,435345,54906017,46.95,3.98,237.93,1.81,1.54
shell16,270744515706,899845517,247830780725,117984446706,1045132345,463323,58529110,46.95,3.98,237.93,1.81,1.54
shell16,287789741799,958739837,263489933749,125509341306,1111136462,492743,62223738,46.95,3.98,237.92,1.81,1.54
shell16,304874479307,1016252811,279223528083,133050015509,1177877654,522438,65966119,46.95,3.98,237.89,1.81,1.54
shell16,322031905515,1073668600,295118031672,140558081039,1244564178,552764,69768726,46.95,3.98,237.85,1.81,1.54
shell16,338968870986,1129389819,310690594861,147908413372,1310257111,581154,73406615,46.95,3.98,237.89,1.81,1.54
shell16,356029754345,1185532203,326214747057,155266232126,1375938781,609811,77054130,46.95,3.98,237.88,1.81,1.54
shell16,373016689492,1241514316,341907579176,162684652380,1442028474,639382,80733001,46.95,3.98,237.88,1.81,1.54
shell16,390109347857,1297642314,357594639923,170056598716,1508032317,668577,84465512,46.95,3.98,237.88,1.81,1.54
shell16,407244199670,1355332019,373368569394,177577901335,1574550815,698630,88209145,46.95,3.98,237.88,1.81,1.53
shell16,424229329207,1412110589,388863733003,184935211499,1639991548,728341,91904477,46.95,3.98,237.89,1.81,1.53
shell16,441243848349,1468150846,404264460865,192252925351,1704992985,757566,95548565,46.95,3.98,237.9,1.81,1.53
shell16,458218900638,1524119440,419838327804,199659116251,1770614418,786630,99225023,46.95,3.98,237.89,1.81,1.53
shell16,475050747734,1579866586,435066920603,206930293203,1834563199,813952,102746035,46.95,3.98,237.88,1.81,1.53
shell16,492134194182,1635763749,450759239281,214332389864,1900814304,843480,106437194,46.95,3.98,237.88,1.81,1.53
shell16,509047334098,1692427764,466294757873,221719693679,1966309792,872980,110130413,46.95,3.98,237.87,1.81,1.53
shell16,526196287231,1749403236,481918314802,229173158007,2032170486,903042,113818373,46.95,3.98,237.88,1.81,1.53
shell16,543290194364,1805987128,497425655721,236579210263,2097795141,933053,117544404,46.95,3.98,237.9,1.81,1.53
shell16,560198191806,1861915020,512780300553,243901709344,2162807908,961297,121166715,46.95,3.98,237.87,1.81,1.53
shell16,577048469590,1917822609,528146495223,251173093360,2227671607,991323,124844716,46.95,3.98,237.85,1.81,1.53
shell16,593911788289,1973164500,543430167293,258493582463,2292168254,1019468,128479367,46.95,3.98,237.86,1.81,1.53
shell16,611012637922,2030185986,559087594161,265911979621,2358117114,1049098,132183362,46.95,3.98,237.88,1.81,1.53
shell16,627900016089,2085796466,574357906362,273180113156,2422488488,1076746,135761683,46.95,3.98,237.88,1.81,1.53
shell16,644758964436,2141172213,589651314059,280491179475,2487217577,1104795,139392279,46.95,3.98,237.87,1.81,1.53
shell16,661929442999,2197801699,605410538494,287911026861,2553649587,1134636,143109097,46.95,3.98,237.87,1.81,1.53
shell16,678923199424,2254827010,621068156876,295344991908,2619796797,1164357,146820016,46.95,3.98,237.87,1.81,1.53
shell16,696006785483,2311460650,636621008302,302770570385,2685298681,1193327,150510215,46.95,3.98,237.88,1.81,1.53
shell16,713228872092,2368715761,652460788994,310278588498,2752162304,1222233,154263267,46.95,3.98,237.87,1.81,1.53
shell16,730236556120,2425831982,667920077149,317606750612,2817473603,1251593,157990623,46.95,3.98,237.88,1.81,1.53
shell16,747194122590,2482525096,683514039404,325041736875,2882908537,1280619,161662826,46.95,3.98,237.86,1.81,1.53
shell16,764296189796,2539626015,699199337320,332481391536,2949243767,1310689,165391254,46.95,3.98,237.86,1.81,1.53
shell16,781082506590,2595528719,714673182465,339835742605,3014678745,1340099,169081613,46.95,3.98,237.84,1.81,1.53
shell16,798085451609,2652123831,730286165557,347193755194,3080520871,1368850,172792820,46.95,3.98,237.84,1.81,1.53
shell16,814972245263,2707913695,745667567420,354444492111,3145537370,1397973,176435776,46.95,3.98,237.85,1.81,1.53
shell16,831921483380,2763628872,761100529578,361778193262,3210715199,1427019,180103402,46.95,3.98,237.84,1.81,1.53
shell16,848998722415,2820533253,776928949008,369230362028,3277572644,1458016,183892273,46.95,3.98,237.84,1.81,1.53
shell16,866065529279,2877107127,792646151976,376635968565,3343946158,1487512,187630594,46.95,3.98,237.86,1.81,1.53
shell16,883079435380,2934128736,808310665906,384083279691,3410054520,1517339,191330527,46.95,3.98,237.85,1.81,1.53
shell16,900085973404,2991003212,823899486793,391456234020,3475623644,1546475,195020494,46.95,3.98,237.86,1.81,1.53
shell16,917094659903,3047543565,839443683908,398827965466,3541586605,1576270,198716960,46.95,3.98,237.86,1.81,1.53
shell16,934217678344,3104880498,855082762662,406250098572,3607499116,1606072,202478153,46.95,3.98,237.87,1.81,1.53
shell16,951142876175,3161279429,870524274724,413561082264,3672902677,1634689,206140900,46.95,3.98,237.86,1.81,1.53
shell16,968161073010,3217601841,886268463355,420957218744,3739655976,1664863,209903141,46.95,3.98,237.85,1.81,1.53
shell16,985130652712,3274299103,901711877283,428294722060,3804864585,1694740,213569125,46.95,3.98,237.85,1.81,1.53
shell16,1002233041827,3331464161,917578039169,435786668020,3871714077,1723956,217340702,46.95,3.98,237.85,1.81,1.53
shell16,1019245398459,3388673781,933100550541,443209765590,3937165231,1753362,221013384,46.95,3.98,237.85,1.81,1.53
shell16,1036328705822,3445869032,948875519453,450670601453,4003591696,1782485,224795140,46.95,3.98,237.85,1.81,1.53
shell16,1053330378655,3503134677,964499821788,458061580990,4069449869,1810847,228460039,46.95,3.98,237.84,1.81,1.53
shell16,1070394650071,3560130612,980045649247,465489665571,4135031165,1840270,232106673,46.95,3.98,237.84,1.81,1.53
shell16,1087393120006,3617440490,995679084852,472929131186,4201173867,1869470,235757579,46.95,3.98,237.85,1.81,1.53
shell16,1104549245071,3675269265,1011630056984,480435369204,4268290728,1900186,239527425,46.95,3.98,237.85,1.81,1.53
shell16,1121487548538,3732059984,1027170892769,487844279783,4333925682,1928861,243231890,46.95,3.98,237.85,1.81,1.53
shell16,1138448275513,3789718039,1042879641571,495254760759,4400038389,1958056,246914389,46.95,3.98,237.85,1.81,1.53
shell16,1155269663854,3846222251,1058311638860,502572550553,4465142976,1986863,250548361,46.95,3.98,237.84,1.81,1.53
shell16,1172296471072,3903924964,1073998753553,509976836199,4531394442,2017307,254242343,46.95,3.98,237.84,1.81,1.53
shell16,1189304149934,3960118914,1089847544223,517384089452,4598029601,2046990,257960731,46.95,3.98,237.85,1.81,1.53
shell16,1205848398766,4016166208,1104606895708,524552981079,4660478455,2074410,261512567,46.95,3.98,237.83,1.81,1.53
shell16,1222907861061,4071430866,1120271318809,531869723395,4726682164,2102568,265213660,46.95,3.98,237.83,1.81,1.53
shell16,1239878863507,4127027089,1135860801940,539184427997,4792503648,2130774,268860369,46.95,3.98,237.81,1.81,1.53
shell16,1256796433420,4183929713,1151259682011,546508923006,4857507911,2159321,272517252,46.95,3.98,237.82,1.81,1.53
shell16,1273745707878,4240702534,1166784158056,553883193028,4923191950,2187468,276185658,46.95,3.98,237.81,1.81,1.53
shell16,1290950962307,4298214028,1182482772038,561282929117,4989264932,2216406,279880828,46.95,3.98,237.81,1.81,1.53
shell16,1308082292817,4356247962,1198219534771,568791931285,5055616825,2245786,283636190,46.95,3.98,237.81,1.81,1.53
shell16,1325095736851,4413235905,1213681226867,576199038285,5121158678,2275146,287301175,46.94,3.98,237.8,1.81,1.53
shell16,1342095920807,4469646466,1228996787062,583511368841,5185727010,2304042,290924014,46.94,3.98,237.8,1.81,1.53
shell16,1359234009342,4527156826,1244660720281,590947513343,5251767301,2333409,294667794,46.94,3.98,237.81,1.81,1.53
shell16,1376225680795,4582826270,1260128735546,598280081254,5317184161,2363153,298360132,46.94,3.98,237.8,1.81,1.53
shell16,1393210239134,4640563401,1275776002019,605731977027,5383280995,2393075,302109351,46.94,3.98,237.79,1.81,1.53
shell16,1410312146072,4697314379,1291563163690,613122155255,5449947911,2423688,305871288,46.94,3.98,237.79,1.81,1.53
shell16,1427364680938,4754106046,1307295757960,620504419034,5516439010,2453911,309600207,46.94,3.98,237.78,1.81,1.53
shell16,1444227030548,4810587833,1322568327938,627824288519,5580913688,2483545,313182610,46.94,3.98,237.78,1.81,1.53
shell16,1461153250268,4866591842,1338029015420,635159724450,5646294571,2513410,316839888,46.94,3.98,237.77,1.81,1.53
shell16,1478180180279,4923045567,1353702711360,642538245670,5712337553,2542833,320497753,46.94,3.98,237.76,1.81,1.53
shell16,1495032362811,4978650345,1369099426590,649829702733,5777501988,2571761,324138141,46.94,3.98,237.76,1.81,1.53
shell16,1512098154884,5035744206,1384768431698,657259458081,5843726641,2601266,327874846,46.94,3.98,237.75,1.81,1.53
shell16,1529163681509,5092458225,1400329028596,664627914797,5909457152,2630283,331566874,46.94,3.98,237.74,1.81,1.53
shell16,1546091981829,5149214191,1415789822773,671993450442,5974770863,2659792,335253273,46.94,3.98,237.73,1.81,1.53
shell16,1563108294385,5206642690,1431395373617,679385713529,6040830558,2689566,338947424,46.94,3.98,237.73,1.81,1.53
shell16,1580061097701,5261972253,1446758686440,686675496256,6105587751,2718060,342530852,46.94,3.98,237.73,1.81,1.53
shell16,1596912141395,5317950935,1462162571668,693959569277,6170767900,2746643,346205614,46.93,3.98,237.73,1.81,1.53
shell16,1613855600406,5373206581,1477514706167,701199726755,6235651405,2775816,349827937,46.93,3.98,237.73,1.81,1.53
shell16,1630662762470,5429156280,1492912284158,708476354349,6300742941,2804362,353460773,46.93,3.98,237.72,1.81,1.53
shell16,1647738502772,5486986538,1508719402113,715961452429,6367410599,2834116,357181811,46.93,3.98,237.71,1.81,1.53
shell16,1664684136198,5543810668,1524112848316,723311881116,6432537626,2863727,360870450,46.93,3.98,237.71,1.81,1.53
shell16,1681579019612,5600026995,1539387912353,730603307211,6497057442,2892317,364505957,46.93,3.98,237.71,1.81,1.53
shell16,1695796868097,5644180607,1551237370892,736268329893,6547273307,2915496,367350068,46.93,3.98,237.71,1.81,1.53
